HES US Equity,NEM US Equity,INTC US Equity,IFF US Equity,MOS US Equity,EXC US Equity,KMB US Equity,JNJ US Equity,BAX US Equity,F US Equity,CC US Equity,COP US Equity,WFC US Equity,WY US Equity,TGT US Equity,MMM US Equity,GM US Equity,CMI US Equity,HAS US Equity,DUK US Equity,EMN US Equity,BK US Equity,UFS US Equity,ECL US Equity,SLB US Equity,UPS US Equity,T US Equity,NSC US Equity,PPL US Equity,MO US Equity,JLL US Equity,C US Equity,ABT US Equity,AMD US Equity,CVX US Equity,CMA US Equity,DTE US Equity,HSY US Equity,KIM US Equity,NBL US Equity,IBM US Equity,WELL US Equity,IR US Equity,BKR US Equity,WEC US Equity,OXY US Equity,WMB US Equity,UNP US Equity,WM US Equity,CCL US Equity,Date
7.4464,12.8493,11.3121,14.3172,12.3922,12.6621,15.8208,13.4109,6.6051,7.1335,17.0445375,9.8235,10.6558,41.4489,13.1837,14.5455,5.725,10.0688,12.4109,14.869,10.6317,10.1845,8.7392,30.4887,16.0999,17.5056,19.6525,12.1615,9.2741,16.1272,13.5904,7.3213,9.4751,11.0625,8.2698,11.3755,16.3153,22.7682,56.3413,17.077,13.7067,125.6233,10.7006,17.0445375,17.2795,10.5969,22.1863,15.551,15.772,15.5795,2012-06-30 00:00:00
10.0408,15.4009,9.9058,15.2106,13.4661,14.8711,15.9387,13.6532,7.4094,7.7658000000000005,18.677114583333328,10.0329,10.6172,55.2643,14.38,14.693200000000001,7.0088,10.0222,14.2147,13.5045,11.265,10.3296,10.3311,27.6586,17.617,15.9552,20.5471,11.4619,9.8556,15.4838,14.2731,8.0934,13.832,11.0625,10.0671,11.2515,15.3389,22.494,70.4184,19.4633,14.0332,149.2591,10.6356,18.677114583333328,15.630700000000001,11.3334,27.6708,14.828,15.0919,17.8195,2012-09-30 00:00:00
10.0699,11.2312,9.7316,16.6501,14.3128,15.2996,15.4108,13.7219,8.3527,8.9815,18.406760416666668,10.8853,9.9809,46.6262,13.5594,14.5305,8.0736,12.6465,12.8006,13.4032,11.5559,11.426,13.0157,26.9654,17.1214,16.2457,14.2674,11.5158,10.535,14.2668,15.2758,8.3977,25.1074,11.0625,8.9253,10.6854,15.5419,22.4939,64.503,21.3656,12.6186,136.6171,12.2762,18.406760416666668,15.6809,10.3691,28.4604,15.2599,16.318,19.3824,2012-12-31 00:00:00
12.8028,11.3272,10.9762,18.339,15.066,19.4847,17.1026,15.8075,9.0175,9.0418,23.882889583333338,11.1271,10.3672,37.4123,15.9742,16.6892,8.3289,15.1859,15.6385,16.6999,11.1353,12.3482,12.5816,26.9483,18.4619,18.7517,15.2463,14.4027,11.5282,15.2523,18.4843,9.1528,26.3894,11.0625,9.8112,12.5993,15.9357,26.0953,67.2479,25.0846,13.9607,332.5971,14.4618,23.882889583333338,18.097,10.9618,38.3192,16.8047,18.5847,17.6837,2013-03-31 00:00:00
13.9487,10.2324,13.1979,17.7346,13.6001,16.4152,16.6117,16.0599,8.4879,10.345,22.030843750000006,10.7518,11.0703,26.6124,16.898,17.0327,10.2677,14.7089,16.1476,16.2037,10.475,11.8441,13.206,27.4997,17.0637,18.9611,14.6479,13.9395,11.1892,15.4225,16.9392,9.3754,27.1903,11.0625,10.4032,13.911,16.3489,26.2196,50.4955,22.9402,12.3568,275.8572,15.5365,22.030843750000006,17.2227,12.5972,33.3497,17.6387,18.7689,18.6918,2013-06-30 00:00:00
16.1853,11.1529,12.7247,18.8099,11.2402,14.4449,15.8144,15.8622,8.1098,11.4803,22.82647291666667,12.214,10.7661,26.6306,16.0148,18.2305,12.808,17.7033,17.3352,17.0378,11.4769,12.8698,18.2779,30.0495,19.8624,19.5878,13.2735,14.0591,12.1295,14.3754,15.5163,9.5787,25.3017,11.0625,10.5336,13.4378,16.8914,25.7966,32.7322,21.2152,11.795,307.2589,17.4071,22.82647291666667,17.4805,12.7009,40.9315,17.2093,18.851,19.4438,2013-09-30 00:00:00
9.583,18.3921,14.0459,19.2519,17.3177,13.0918,17.7614,16.5974,8.2205,8.4141,29.113716666666665,12.4036,11.671,31.1158,16.8046,20.8705,12.7996,18.8388,20.805,16.6286,12.3848,15.5353,18.3884,30.7072,18.9532,22.8857,13.4705,15.9133,11.3756,15.9701,16.086,10.6665,27.9994,11.0625,11.1973,15.6418,16.384,26.3255,30.5134,23.7356,11.4274,561.0658,17.9139,29.113716666666665,16.4701,13.426,41.1916,17.9388,22.4521,25.7633,2013-12-31 00:00:00
10.0128,31.1739,13.973700000000001,20.7925,21.9388,16.012,19.2482,17.4391,8.9429,9.2313,26.288789583333337,11.6742,12.3731,29.4113,16.7938,19.6609,10.9485,18.9211,20.4064,16.4436,13.1633,15.3354,22.511,30.6532,19.5169,21.5013,13.1548,16.7775,13.2011,15.3586,18.5643,9.6599,31.834,230.6719,11.3777,16.8769,16.2164,27.7983,33.2143,24.2903,11.6717,161.5605,16.477899999999998,26.288789583333337,17.5,13.988,48.1449,19.3165,20.28,25.8472,2014-03-31 00:00:00
12.1508,22.7944,15.3422,21.5433,26.9303,16.8356,19.6802,18.0027,8.9043,10.0829,22.409547916666668,13.7916,12.9778,31.1188,15.6845,20.1746,13.2286,19.146,18.9234,16.1505,13.2554,17.4681,14.9594,29.6968,22.6092,22.2865,13.5246,16.8304,14.3092,16.8737,18.0967,12.6824,34.2485,40.0,12.6501,16.096,16.9645,25.639,29.7683,24.8168,10.7034,125.0843,17.3167,22.409547916666668,17.1338,16.7002,76.3908,19.5494,21.2433,25.2983,2014-06-30 00:00:00
11.866,20.1664,16.2789,19.4205,22.6677,15.2496,18.4844,17.9246,10.5915,9.2104,20.63603125,12.4718,12.7132,27.3156,16.7875,19.4082,9.4159,15.5189,17.7492,16.622700000000002,11.4409,17.7756,10.9383,29.2442,18.7727,20.6215,14.2773,17.4876,14.3175,18.5268,16.2335,13.7007,31.1566,40.8545,11.3757,16.2314,17.4604,25.1217,28.5979,27.7933,10.103,77.978,16.0183,20.63603125,15.855,17.302,75.4132,20.0724,22.2167,23.7798,2014-09-30 00:00:00
23.2481,18.4964,15.5546,19.9465,16.0724,16.3705,20.5036,17.5001,14.7736,10.5823,21.225841666666664,13.0531,13.3707,28.9394,19.0836,21.9386,18.5917,16.0479,17.1889,18.9202,10.4323,16.2611,11.247,25.206,15.3406,23.3943,13.5713,17.2264,16.4318,19.147100000000002,17.2006,14.2696,30.7004,31.7491,12.0796,15.2447,17.1635,26.0407,29.8115,20.3355,8.8771,78.1171,18.7787,21.225841666666664,20.0826,22.9472,81.3588,20.8642,21.3399,23.4395,2014-12-31 00:00:00
80.5591,17.0533,13.2692,22.5407,15.0806,13.8154,18.7123,17.0081,18.1828,10.7749,22.528904166666663,18.7269,13.3007,27.9444,19.7483,21.8477,19.5806,15.085,19.294,17.7755,9.3031,15.4961,12.4632,27.1223,15.4072,19.816,13.4857,16.6472,13.9756,18.9928,18.2921,13.3123,27.3643,31.7491,13.2965,14.7211,16.5841,25.284,19.6936,31.6994,8.7748,72.2914,19.1647,22.528904166666663,18.9461,34.4026,89.2622,18.618,22.6008,22.3216,2015-03-31 00:00:00
79.4908,17.058,12.828,21.0515,13.4887,12.3896,18.3274,17.2439,35.1085,9.0965,23.695275,34.4959,13.6837,30.8622,18.7585,20.1436,13.7269,13.9042,23.1189,17.2213,10.8733,15.0103,11.1538,26.5877,17.4982,19.2487,14.3493,15.0282,13.043,17.9116,17.8058,10.6266,26.2355,31.7491,15.7458,17.8315,14.7191,22.4818,17.6704,45.5312,9.0939,51.5793,24.7089,23.695275,17.6434,55.7481,118.7825,16.7827,18.4355,21.4999,2015-06-30 00:00:00
79.4908,17.5244,12.9543,19.627299999999998,9.2473,11.5597,19.1953,16.9664,33.6554,6.9159,47.565010416666645,781.604,12.4034,29.5108,17.1555,18.3402,10.0644,11.8393,21.5557,16.3123,8.8427,13.3627,9.8645,26.3853,16.3605,19.3334,13.2676,13.68,14.2699,19.4868,14.2317,9.2114,21.2289,31.7491,17.5799,14.2429,14.3375,23.0143,18.9234,77.0614,9.2856,47.2194,17.8038,47.565010416666645,20.3889,544.0004,46.8208,15.6512,19.4572,20.1369,2015-09-30 00:00:00
79.4908,27.754,14.6825,22.8238,9.5962,10.9635,22.172,18.1076,36.5134,7.3969,41.59496666666666,759.44,13.2244,36.3559,15.5508,19.5112,6.3554,9.630700000000001,19.1595,16.8703,9.1589,14.4483,11.1021,27.3097,20.7246,17.7285,14.2599,15.9954,15.4573,20.7381,15.4208,8.9289,23.5027,31.7491,27.2659,15.3468,16.2247,21.4464,13.6413,71.6625,9.0901,46.3416,18.9385,41.59496666666666,19.8329,275.5327,14.2431,14.5275,20.1832,20.158,2015-12-31 00:00:00
79.4908,61.0364,13.7875,21.7327,11.135,14.4357,23.0058,19.0736,35.3586,5.9762,43.38268333333334,759.44,11.9096,36.8804,17.4229,21.4643,5.2447,12.0304,21.8914,19.716,9.9311,12.6074,13.8366,26.812,27.2391,18.5332,16.8097,14.9072,18.0215,21.6642,11.5214,7.6838,27.2393,31.7491,49.8597,16.2387,18.9079,22.1239,18.5601,66.9837,10.1283,41.85,21.0672,43.38268333333334,22.1973,279.6804,9.1568,15.2139,22.5424,18.2709,2016-03-31 00:00:00
79.4908,66.8011,13.8955,23.5789,15.384,14.3354,22.7578,20.7043,31.5881,5.6185,9.881499999999999,759.44,11.7137,37.2415,14.2296,22.6233,4.2162,12.6366,22.4492,20.2564,9.8198,13.3098,11.9863,28.4853,38.574,18.6662,19.3855,15.4419,17.2889,23.4491,9.6988,8.0768,26.461,31.7491,64.4899,16.5589,20.1919,27.3512,17.4565,66.9837,10.8371,42.5529,15.8784,43.5590918367347,24.368,279.6804,10.5772,17.2471,24.8572,14.1302,2016-06-30 00:00:00
79.4908,50.5293,16.0029,26.9846,16.285,12.9174,20.8214,18.7308,28.6009,6.1747,21.7105,759.44,11.0133,39.8711,13.9753,22.5818,4.6986,14.6957,18.9473,19.0517,9.9416,13.0035,11.6042,27.9776,51.6121,18.7876,18.1124,17.8655,15.0761,20.987,13.2037,9.1362,35.6033,31.7491,101.2233,17.7328,17.1278,22.1097,18.7479,66.9837,11.7397,42.0737,16.1096,44.63935714285715,21.5367,279.6804,17.383,19.8071,23.0862,14.8039,2016-09-30 00:00:00
79.4908,32.9318,15.2397,21.5697,26.4966,13.1108,18.9296,18.1021,23.6782,7.3623,23.6799,759.44,13.8316,39.4224,14.1695,23.0485,5.3636,15.9639,17.5543,18.0903,11.1876,14.9659,13.8411,26.655,73.3001,19.4443,19.6444,19.5828,13.8666,22.4987,12.4015,11.5019,30.3469,522.2918,115.8777,22.5235,18.5431,23.4387,27.9801,66.9837,12.0692,34.4941,18.1184,55.64101428571427,20.7951,279.6804,25.855,20.7075,25.3073,15.0317,2016-12-31 00:00:00
79.4908,31.4312,13.8895,23.7594,36.1957,13.755,21.6813,19.3134,25.8177,8.2829,23.0076,759.44,13.8402,43.6895,10.9832,23.9631,5.1678,16.5636,21.6146,18.7943,11.7174,14.4762,13.0744,28.2878,78.5877,18.3641,18.7512,19.6681,15.562100000000001,23.728,14.644,11.3896,31.0566,112.1344,94.1892,18.5739,18.2772,23.7257,27.966,729.4123,13.1729,39.5661,19.3545,61.11215510204082,20.7296,279.6804,25.9023,20.5308,24.2481,17.0442,2017-03-31 00:00:00
79.4908,29.8706,9.6122,24.0888,27.9797,14.3136,21.6007,20.3398,27.758,7.7443,16.2211,759.44,13.5424,38.1984,10.6049,25.9368,4.9818,17.7652,23.5461,19.1634,11.5781,15.0541,13.74,29.6538,58.6257,18.4534,16.1303,20.1845,16.35,24.2681,16.1348,12.9321,35.8991,74.8076,71.7184,18.3477,18.5905,22.2154,28.9986,83.8615,11.6497,43.9367,21.197,42.23398571428572,20.1469,77.4592,32.8655,19.874,23.7899,18.8041,2017-06-30 00:00:00
79.4908,30.697,10.6036,24.9104,19.9249,14.2503,19.402,19.9725,27.6069,7.3857,17.3456,759.44,13.3569,34.5741,11.9949,25.4627,6.0972,17.2403,20.3657,19.3091,11.9119,15.4487,16.0982,28.1779,54.2742,20.0386,16.7474,21.3171,16.4997,20.1962,14.5503,13.7248,33.3092,54.7114,65.8954,17.4763,20.6158,22.5498,24.1343,73.4801,10.9498,50.2137,20.6369,40.74186938775511,20.6513,57.6908,32.9943,20.7741,25.0858,16.767,2017-09-30 00:00:00
79.4908,26.0666,16.0024,25.7255,21.1356,15.0314,19.2668,21.6894,27.236,7.5786999999999995,12.8864,95.6692,15.266,29.8461,13.6655,27.7241,5.8646,16.7259,16.5298,18.5464,12.0241,15.7286,19.0723,28.6294,45.0266,19.8245,16.724,22.2123,13.7341,21.1244,16.7731,13.7632,37.736,45.271,35.6213,18.7114,18.6396,24.2742,22.343,96.5982,11.578,82.5389,19.8372,27.01621632653061,21.2076,50.9233,28.3228,9.9753,26.2161,17.4169,2017-12-31 00:00:00
79.4908,25.4225,16.5041,22.5491,19.1476,13.2052,17.2105,20.0348,26.2459,6.5755,10.7055,35.3763,13.6184,26.3643,14.844,24.8817,5.4571,14.0928,16.6705,16.1691,13.114,13.9712,13.4948,28.5955,39.787,16.7987,14.0008,19.477,11.9126,17.2884,18.4573,11.752,35.9619,121.525,26.0897,18.5769,17.6998,20.6851,17.0151,42.6286,11.2257,66.7971,18.4695,35.1618,19.3377,29.4957,20.1211,9.664,23.8712,16.608,2018-03-31 00:00:00
2855.4963,28.2303,17.3949,19.8718,23.8331,15.8906,16.1332,18.857,28.2601,7.9025,8.1931,25.9012,14.5307,24.5598,15.8561,20.9889,6.0677,10.1147,18.4368,16.1307,12.091,14.0436,14.9623,28.3899,39.3335,16.1196,11.2959,19.4192,11.9091,15.098,17.3501,11.5495,34.6784,64.0683,23.0056,15.1678,16.7665,19.1659,24.41,43.985,9.9991,84.745,17.9438,35.186,19.3426,32.0217,21.7086,9.8102,21.946,13.9462,2018-06-30 00:00:00
3055.7097,23.1658,13.9506,20.8184,24.3273,17.1956,17.1321,21.0337,27.9018,7.258,6.8071,19.843,13.7845,21.8517,17.47,21.8975,4.7826,10.0332,21.7186,16.1018,11.3816,12.8924,14.4139,30.8175,34.8456,16.7647,11.5845,20.9899,12.0559,15.2755,13.9018,11.6397,38.1378,115.4223,17.2578,13.9064,15.9271,19.9657,23.862,28.5914,10.6885,91.883,17.8078,33.3578,19.6216,19.8935,20.8217,10.7652,22.6978,15.2366,2018-09-30 00:00:00
3055.7097,26.2048,10.1238,21.7622,17.6133,17.4449,17.1828,19.1031,23.3693,6.0378,4.897,13.5893,11.1954,17.5251,12.6301,19.1624,5.1119,8.8769,21.1833,17.6682,8.939,11.2467,7.6081,28.1331,22.167,13.4575,9.055,16.5635,11.8098,12.3922,10.7572,8.0852,37.6178,55.695,12.9061,9.5843,17.4183,19.906,21.2895,20.8931,8.1668,55.6862,15.1081,16.0581,20.6746,12.4339,29.2274,17.3122,21.29,11.5662,2018-12-31 00:00:00
3055.7097,27.687,12.04,22.5408,14.9037,20.4457,18.809,20.4345,28.2593,6.8768,7.4369,14.3857,11.4519,26.6467,14.8517,21.4181,5.6851,9.9109,21.5389,18.5655,9.8408,12.5237,9.5746,32.9757,28.1525,15.7729,10.5876,19.5132,13.4896,14.5425,13.1916,8.8319,38.9209,99.6245,15.2817,9.5078,19.0306,20.6026,26.6341,54.6312,10.5846,63.9753,17.3329,22.2511,22.9217,13.0296,36.8924,20.5151,24.6255,11.9975,2019-03-31 00:00:00
3055.7097,33.564,10.9682,27.1532,14.162,17.3718,20.0458,19.0449,27.368,7.939,6.2099,13.532399999999999,10.8887,36.9064,15.4293,18.2328,6.0784,10.6764,24.8472,18.203,10.4038,11.0188,8.7286,35.0631,27.0372,14.537,13.5661,20.2842,13.0086,11.7216,11.3964,9.1222,38.4902,167.3619,15.9895,9.3764,20.4943,23.4232,25.7336,107.6856,9.8366,67.277,19.598300000000002,18.8718,24.0954,10.2014,28.2131,20.1546,26.7525,11.0651,2019-06-30 00:00:00
3055.7097,31.6387,11.9897,26.4473,22.3566,16.8367,22.2448,20.2824,28.7146,7.2204,5.0541,14.2877,11.7871,61.5398,17.9207,17.2925,6.0607,10.333,28.5029,19.1678,10.4236,11.2553,7.9056999999999995,34.1129,24.314,16.293,16.1913,18.2583,13.0928,9.8511,10.9136,8.8373,38.0369,125.1203,17.7187,8.3577,22.1731,26.8039,28.911,107.974,11.0567,69.0453,19.606,19.5107,27.4855,13.8443,23.3281,19.1408,26.7397,9.7411,2019-09-30 00:00:00
