HES US Equity,NEM US Equity,INTC US Equity,IFF US Equity,MOS US Equity,EXC US Equity,KMB US Equity,JNJ US Equity,BAX US Equity,F US Equity,CC US Equity,COP US Equity,WFC US Equity,WY US Equity,TGT US Equity,MMM US Equity,GM US Equity,CMI US Equity,HAS US Equity,DUK US Equity,EMN US Equity,BK US Equity,UFS US Equity,ECL US Equity,SLB US Equity,UPS US Equity,T US Equity,NSC US Equity,PPL US Equity,MO US Equity,JLL US Equity,C US Equity,ABT US Equity,AMD US Equity,CVX US Equity,CMA US Equity,DTE US Equity,HSY US Equity,KIM US Equity,NBL US Equity,IBM US Equity,WELL US Equity,IR US Equity,BKR US Equity,WEC US Equity,OXY US Equity,WMB US Equity,UNP US Equity,WM US Equity,CCL US Equity
4.8171,10.5938,37.6754,10.2922,5.0974,3.6904,11.6941,28.8899,25.2857,9.457,8.3462,-7.4314,14.900944444444445,2.86,12.8092,46.9074,41.5985,34.8095,16.3329,4.7634,9.2951,14.900944444444445,8.6207,10.0597,7.6268,23.4144,9.6559,8.1214,4.1712,14.900944444444445,14.900944444444445,2.6301,8.6729,5.0,121.7708,14.900944444444445,4.3684,15.8704,3.4971,-18.6042,24.5986,4.3315,11.9224,6.8205,5.4946,20.358,2.9926,14.095,9.2087,38.0612
-22.1646,11.642900000000001,49.5098,9.2941,7.4165,7.5311,13.461500000000001,28.0699,22.0,7.7114,9.125,9.342600000000001,16.05984000000002,3.4388,5.9363,41.8421,31.2781,42.8333,12.7597,3.3353,9.871,16.05984000000002,8.6207,13.0544,12.0493,21.4775,7.0279,8.6642,4.4348,16.05984000000002,16.05984000000002,2.581,7.078,1.1935,182.9667,16.05984000000002,4.8425,21.0135,3.9843,5.4091000000000005,23.7262,3.5715,11.0186,6.8205,5.7168,15.0706,2.6479,14.45,9.2087,21.8298
-21.825,11.6111,59.5179,9.7852,10.5338,7.4411,14.0556,30.9562,21.3043,18.2468,7.5106,11.5354,11.848406666666659,6.2813,13.9237,12.8795,37.1172,30.6667,-2.0922,4.4325,6.3225999999999996,11.848406666666659,8.6207,10.012,-8.4825,20.5969,3.8172,9.5672,4.4698,11.848406666666659,11.848406666666659,2.3315,6.5285,5.2903,29.7919,11.848406666666659,4.5076,15.0189,3.7514,9.8454,35.4146,2.3991,8.8701,6.8205,5.8613,14.025,1.0302,14.7819,9.2087,18.8958
4.767,11.6226,63.75,12.5484,11.2323,7.0135,6.9394,28.8571,28.3636,8.3772,5.0417,19.1902,13.271331111111111,5.6344,14.314,16.939,27.4,28.5,5.6226,4.5534,9.35,13.271331111111111,8.6207,9.5967,11.3147,13.8301,6.8859,8.1397,4.7741,13.271331111111111,13.271331111111111,2.3597,6.4317,6.2903,49.1132,13.271331111111111,5.9259,17.5866,3.7106,15.725999999999999,15.2182,3.9323,4.62,6.8205,7.0637,21.4457,3.3773,13.3441,9.2087,21.8571
5.8571,7.9677,88.2844,3.495,8.5428,6.5442,13.2059,28.6087,24.125,6.598,4.1373,29.2034,15.390526666666675,6.4674,15.6261,31.6023,51.4906,31.2857,16.0148,4.1313,10.1429,15.390526666666675,8.6207,12.1146,10.6042,15.5369,6.349,9.9237,4.017,15.390526666666675,15.390526666666675,2.1681,8.4,6.3667,36.7604,15.390526666666675,4.5259,10.6709,3.5342000000000002,10.1781,23.6647,4.2642,14.6064,6.8205,4.9539,22.8352,3.0691,13.0296,9.2087,47.0204
6.9798,3.6275,66.542,7.9574,0.1092,6.7608,13.8438,25.9794,24.6667,13.0262,5.0577,21.9194,14.131079999999994,7.5054,12.8174,27.8941,30.5776,31.7,2.3943,5.3694,11.6207,14.131079999999994,8.6207,12.8782,12.1429,14.5226,7.5256,9.1268,4.0287,14.131079999999994,14.131079999999994,2.1069,8.9064,2.4483,55.7719,14.131079999999994,5.0423,12.4195,4.0194,13.0857,22.6492,3.2365,13.8598,6.8205,4.6027000000000005,38.8804,3.4295999999999998,11.6846,9.2087,22.5319
6.7071,13.1481,49.6087,4.4595,7.0847,5.2115,13.3692,23.812,25.6087,16.4068,4.0189,19.9628,12.386717777777783,3.1134,16.6364,22.6737,24.1892,27.6875,3.7606,3.8971,4.5714,12.386717777777783,8.6207,14.208,11.8169,17.223,6.6533999999999995,9.1892,3.902,12.386717777777783,12.386717777777783,1.9135,10.3656,3.5926,44.9579,12.386717777777783,4.3265,12.3227,4.331,-7.9419,29.7409,3.2692,10.9224,6.8205,4.3045,23.1975,-0.6769,11.5208,9.2087,17.6863
8.551,7.6329,53.4667,7.0577,13.483646511627896,6.8139,14.8462,61.5098,23.16,11.0694,13.483646511627896,16.1245,13.483646511627896,2.8224,14.119,15.2212,30.0884,31.4375,8.3868,4.9411000000000005,8.7895,13.483646511627896,8.6207,11.7718,10.5102,12.538499999999999,7.3241,8.5638,4.6058,13.483646511627896,13.483646511627896,1.9489,9.1579,4.96,35.3467,13.483646511627896,5.6842,13.2318,4.1011,6.8939,17.8524,3.7807,8.988199999999999,6.8205,6.1945,22.2048,3.3311,10.5259,9.2087,19.5926
8.7216,5.3474,85.729,8.7845,16.247944186046524,5.8435,14.6418,86.3253,19.75,6.1475,16.247944186046524,21.7455,16.247944186046524,3.4615,16.225,19.4324,30.7179,36.5517,15.6624,4.8266,9.8727,16.247944186046524,8.6207,14.561,10.6538,18.1384,7.5435,9.0065,3.8862,16.247944186046524,16.247944186046524,1.9151,12.125,10.7917,45.9747,16.247944186046524,4.0909,13.0251,3.6656,9.3016,11.1178,3.9574,12.3447,6.8205,4.3989,14.3986,3.152,13.292300000000001,9.2087,46.8846
8.3111,13.1429,14.235587500000001,8.2903,14.235587500000001,7.1418,17.9697,160.8125,19.75,12.9203,14.235587500000001,26.5815,14.235587500000001,3.7582,14.5133,22.6422,27.6553,35.6923,14.235587500000001,5.8601,9.7818,14.235587500000001,8.6207,15.7038,-68.325,18.0252,7.8401,8.7467,4.0965,14.235587500000001,14.235587500000001,1.9282,12.1617,14.235587500000001,46.8396,14.235587500000001,4.9198,15.025,3.8877,9.194,8.8981,4.0237,12.1794,6.8205,4.3402,4.8915,3.625,10.7654,9.2087,21.1837
