HES US Equity,NEM US Equity,INTC US Equity,IFF US Equity,MOS US Equity,EXC US Equity,KMB US Equity,JNJ US Equity,BAX US Equity,F US Equity,CC US Equity,COP US Equity,WFC US Equity,WY US Equity,TGT US Equity,MMM US Equity,GM US Equity,CMI US Equity,HAS US Equity,DUK US Equity,EMN US Equity,BK US Equity,UFS US Equity,ECL US Equity,SLB US Equity,UPS US Equity,T US Equity,NSC US Equity,PPL US Equity,MO US Equity,JLL US Equity,C US Equity,ABT US Equity,AMD US Equity,CVX US Equity,CMA US Equity,DTE US Equity,HSY US Equity,KIM US Equity,NBL US Equity,IBM US Equity,WELL US Equity,IR US Equity,BKR US Equity,WEC US Equity,OXY US Equity,WMB US Equity,UNP US Equity,WM US Equity,CCL US Equity
12.9902,40.9715,40.4994,23.6576,11.9701,28.6541,22.1229,35.586,10.5996,8.4032,17.119,18.5677,24.290776595744713,23.8671,11.2437,29.1308,14.2872,18.242,23.9932,42.1255,22.6382,24.290776595744713,9.9448,18.7387,-18.23,17.7251,32.4186,41.8908,54.6218,50.379,9.0609,47.2131,21.8076,-19.8929,12.6324,24.290776595744713,22.679,21.9597,46.8012,49.6381,19.7203,52.9133,16.3033,0.2907,32.8464,33.5045,-2.4194,45.3669,27.7664,39.3172
27.4427,30.5416,39.4284,19.2782,14.8467,31.9929,22.094,35.3086,15.2463,5.4586,20.0252,18.3476,27.087753191489305,23.4055,9.9203,29.472,14.4308,12.3239,18.0514,73.0079,21.9064,27.087753191489305,14.0945,23.3573,18.4214,17.3365,31.7608,42.7496,54.7909,46.8515,6.2691,46.489,23.3308,2.6019,15.7812,27.087753191489305,25.6831,22.9177,60.6531,46.7456,20.8624,50.1907,16.8283,0.2907,34.7153,28.8142,40.9449,47.7773,25.2537,25.0839
-56.9885,-25.9922,37.6994,17.7934,19.2815,28.9651,23.3744,31.3598,18.2609,14.6738,21.8434,25.3047,22.36355531914892,19.4862,9.4732,25.2831,7.9432,13.28,13.4084,34.445,19.0585,22.36355531914892,11.3744,22.9558,12.5932,0.7974,24.801,41.004,53.1659,43.2707,12.4919,59.6234,26.8517,3.82,12.0162,22.36355531914892,20.4941,14.6898,86.0275,28.8198,25.7832,47.1684,13.1088,5.7975,28.2629,16.2123,46.3148,47.5232,26.8786,21.2873
41.0175,33.7278,52.6722,18.9386,14.298,29.5187,22.7798,36.2265,21.7374,6.8053,21.8551,26.656,26.86665531914897,25.1624,10.7009,28.3669,14.2918,14.7963,15.008,41.7699,23.7082,26.86665531914897,9.063,18.1255,20.5396,13.9974,31.7109,39.4951,52.4346,49.9237,1.7545,47.6154,8.3978,2.9539999999999997,18.3503,26.86665531914897,25.6489,13.9486,62.915,54.4755,13.9466,46.7953,10.0547,7.1149000000000004,35.1182,39.4657,43.8632,44.9727,25.7558,24.2586
32.9992,36.16,44.56,21.4377,15.4212,21.0135,21.722,34.8108,20.3839,6.9054,25.0867,-33.5349,21.943093617021265,15.8186,10.0878,32.4328,14.847,14.3954,22.8578,41.6742,23.4394,21.943093617021265,11.5479,18.5202,14.5135,16.3182,33.8128,43.1172,53.6812,50.9077,4.9563,47.8347,27.9644,9.7854,18.7906,21.943093617021265,20.3503,23.3085,54.2376,-166.9159,18.7464,47.558,16.5029,3.0514,34.3181,53.8889,42.1518,48.0571,27.9848,33.8169
-129.8961,34.6993,44.4203,20.4643,18.7347,33.1547,22.508,32.7125,17.8796,6.3044,24.1189,35.0628,23.9390829787234,18.0021,8.8302,29.185,14.0469,14.5885,19.5987,25.6248,24.8276,23.9390829787234,12.7907,22.2303,21.6445,14.7406,29.8704,43.4831,55.2846,51.5323,5.0991,49.5745,22.5948,2.7612,17.1397,23.9390829787234,21.7874,25.7583,63.86,52.2503,20.8114,40.1093,16.1804,4.3954,35.8009,42.7142,37.3876,48.0954,28.2831,24.0902
-104.991,32.4031,41.4913,18.0664,20.7575,32.341,21.9857,42.0005,17.664,13.5992,21.683,32.1099,21.70820425531914,33.0773,7.9363,26.7584,14.270199999999999,13.4405,-6.6616,39.0585,16.5961,21.70820425531914,-32.2846,22.9378,-14.8307,14.0026,17.6408,48.033,53.8422,48.5999,7.0642,47.9924,21.1622,9.9575,14.9361,21.70820425531914,18.1902,20.713,62.0338,79.8495,25.7641,27.639499999999998,13.2141,4.7594,30.0341,32.1306,12.2531,50.9908,28.6418,21.4319
36.4785,33.902,43.5975,22.3691,19.5636,26.8441,9.6808,37.3532,23.3097,5.7699,16.5301,40.1341,27.975006382978712,28.0965,10.3212,16.7794,11.3854,12.280100000000001,14.1757,38.2233,21.519,27.975006382978712,11.5985,16.8659,20.6668,12.3649,32.06,40.7435,53.6689,50.7281,2.6975,50.6658,19.7564,11.104800000000001,21.711,27.975006382978712,21.3163,28.141,60.9449,91.256,13.1659,44.0113,9.9512,6.4271,32.963,52.4316,44.1571,45.3333,27.2002,24.5811
37.4185,29.7232,50.2166,20.2271,24.6881,30.2254,19.5048,34.748,20.373,5.1028,15.3343,60.7832,29.576223404255334,28.8136,10.1091,33.1466,22.2715,14.2857,23.2403,37.9231,24.38,29.576223404255334,10.4213,19.7664,18.3909,13.2619,32.9452,44.8585,51.0823,53.3306,5.0234,52.3898,22.7115,11.5547,19.7007,29.576223404255334,19.3416,22.3967,55.933,63.7768,20.4669,45.9845,16.8598,8.4715,32.1375,50.894,40.3635,46.6326,29.3929,39.4791
38.5388,10.7184,46.7224,20.9679,0.2664,28.2569,19.3365,31.0252,21.395,11.8622,18.679,43.1474,28.385608510638292,36.5445,8.2711,29.0849,13.7549,16.002,3.8669000000000002,41.8829,26.4625,28.385608510638292,13.8259,20.0363,20.990099999999998,12.9042,33.7458,43.9769,52.5107,49.5276,5.8844,54.1948,23.6155,5.0035,22.6505,28.385608510638292,20.169,23.1329,62.5894,75.9536,23.0646,36.1329,16.6762,11.2092,31.3622,68.5775,40.2084,47.5034,28.1266,23.7657
40.1694,34.668,42.625,14.1954,13.6631,24.5972,19.0195,29.19,20.7321,11.5809,15.3237,38.8268,23.046885106382966,18.4597,7.9645,27.1114,11.6539,14.4629,11.4555,34.6688,12.1212,23.046885106382966,14.964,21.8003,20.5134,12.842600000000001,29.2793,46.9613,49.3038,37.6724,7.5138,54.6899,24.8294,7.6258,21.1761,23.046885106382966,16.96,24.6746,65.3474,-57.107,26.3787,38.0241,13.7403,11.7337,24.4366,39.4582,-9.029,48.0285,29.594,19.3024
53.3079,33.4443,43.7322,19.8947,28.76287555555557,28.9754,20.8288,31.3371,21.9985,6.7225,28.76287555555557,41.0601,28.76287555555557,18.381,10.0925,20.1323,15.6144,16.7555,18.7561,43.534,21.0504,28.76287555555557,14.1715,18.8395,19.6091,12.3485,34.9811,44.9296,53.3911,52.1987,2.9341,55.0728,20.783,8.0993,23.2619,28.76287555555557,24.5874,25.8574,61.7162,42.6829,20.6193,43.1587,12.794,12.6091,32.4136,46.029,48.0039,48.2894,27.4621,21.8685
50.9639,22.5078,47.8009,22.1679,30.44113333333332,31.0834,21.3539,34.8458,19.4718,3.8607,30.44113333333332,45.1151,30.44113333333332,18.617,10.5689,26.3982,16.6112,17.0391,22.634900000000002,44.5428,22.9793,30.44113333333332,8.732,21.264,20.0992,15.9796,36.0589,47.1111,53.0227,53.341,5.5385,56.052,25.5295,14.3809,25.0613,30.44113333333332,21.8144,27.8608,56.7421,53.5649,20.1921,42.3691,17.6399,14.6813,34.329,46.5837,45.7129,61.5207,28.7886,37.3182
47.3418,37.3019,27.592830952380957,21.912,27.592830952380957,32.7136,25.5603,37.2377,19.4718,9.6404,27.592830952380957,63.0609,27.592830952380957,20.4668,8.7865,30.8847,16.0601,16.0888,27.592830952380957,48.2997,23.1398,27.592830952380957,8.4957,21.7999,-127.9944,15.6458,36.6264,46.1809,54.8888,55.4508,5.9881,55.653,25.1486,27.592830952380957,25.1847,27.592830952380957,25.5531,25.5776,59.2984,54.417,21.322400000000002,43.6466,17.9707,12.1387,33.9552,25.3737,53.6768,51.9144,31.3083,21.7109
