date;jour;mois
16/05/2011;1,129;
13/05/2011;1,11;
12/05/2011;1,061;
11/05/2011;1,051;
10/05/2011;0,927;
09/05/2011;0,595;
06/05/2011;0,59;
05/05/2011;0,854;
04/05/2011;1,045;
03/05/2011;1,26;
02/05/2011;1,289;
29/04/2011;1,42;0,966
28/04/2011;1,282;
27/04/2011;1,286;
26/04/2011;1,297;
21/04/2011;1,434;
20/04/2011;1,215;
19/04/2011;1,131;
18/04/2011;1,129;
15/04/2011;1,14;
14/04/2011;1,146;
13/04/2011;1,139;
12/04/2011;0,802;
11/04/2011;0,531;
08/04/2011;0,54;
07/04/2011;0,554;
06/04/2011;0,559;
05/04/2011;0,583;
04/04/2011;0,58;
01/04/2011;0,588;
31/03/2011;0,902;0,659
30/03/2011;0,59;
29/03/2011;0,612;
28/03/2011;0,622;
25/03/2011;0,635;
24/03/2011;0,672;
23/03/2011;0,695;
22/03/2011;0,692;
21/03/2011;0,695;
18/03/2011;0,71;
17/03/2011;0,7;
16/03/2011;0,706;
15/03/2011;0,718;
14/03/2011;0,73;
11/03/2011;0,747;
10/03/2011;0,799;
09/03/2011;0,84;
08/03/2011;0,807;
07/03/2011;0,447;
04/03/2011;0,381;
03/03/2011;0,376;
02/03/2011;0,472;
01/03/2011;0,602;
28/02/2011;0,689;0,707
25/02/2011;0,628;
24/02/2011;0,666;
23/02/2011;0,661;
22/02/2011;0,531;
21/02/2011;0,497;
18/02/2011;0,504;
17/02/2011;0,625;
16/02/2011;0,7;
15/02/2011;0,749;
14/02/2011;0,827;
11/02/2011;0,924;
10/02/2011;1,023;
09/02/2011;1,093;
08/02/2011;0,677;
07/02/2011;0,347;
04/02/2011;0,365;
03/02/2011;0,526;
02/02/2011;0,792;
01/02/2011;1,318;
31/01/2011;1,313;0,659
28/01/2011;1,04;
27/01/2011;1,063;
26/01/2011;1,172;
25/01/2011;1,035;
24/01/2011;0,916;
21/01/2011;0,824;
20/01/2011;0,713;
19/01/2011;0,705;
18/01/2011;0,814;
17/01/2011;0,367;
14/01/2011;0,361;
13/01/2011;0,375;
12/01/2011;0,376;
11/01/2011;0,376;
10/01/2011;0,389;
07/01/2011;0,38;
06/01/2011;0,379;
05/01/2011;0,397;
04/01/2011;0,422;
03/01/2011;0,421;
31/12/2010;0,817;0,498
30/12/2010;0,393;
29/12/2010;0,43;
28/12/2010;0,447;
27/12/2010;0,441;
24/12/2010;0,396;
23/12/2010;0,356;
22/12/2010;0,379;
21/12/2010;0,391;
20/12/2010;0,398;
17/12/2010;0,432;
16/12/2010;0,453;
15/12/2010;0,508;
14/12/2010;0,566;
13/12/2010;0,588;
10/12/2010;0,627;
09/12/2010;0,646;
08/12/2010;0,721;
07/12/2010;0,738;
06/12/2010;0,386;
03/12/2010;0,414;
02/12/2010;0,462;
01/12/2010;0,468;
30/11/2010;0,539;0,593
29/11/2010;0,428;
26/11/2010;0,446;
25/11/2010;0,474;
24/11/2010;0,482;
23/11/2010;0,514;
22/11/2010;0,521;
19/11/2010;0,545;
18/11/2010;0,632;
17/11/2010;0,707;
16/11/2010;0,745;
15/11/2010;0,764;
12/11/2010;0,791;
11/11/2010;0,798;
10/11/2010;0,805;
09/11/2010;0,729;
08/11/2010;0,371;
05/11/2010;0,365;
04/11/2010;0,456;
03/11/2010;0,579;
02/11/2010;0,664;
01/11/2010;0,683;
29/10/2010;0,724;0,701
28/10/2010;0,785;
27/10/2010;0,849;
26/10/2010;0,86;
25/10/2010;0,859;
22/10/2010;0,849;
21/10/2010;0,862;
20/10/2010;0,843;
19/10/2010;0,81;
18/10/2010;0,778;
15/10/2010;0,745;
14/10/2010;0,742;
13/10/2010;0,726;
12/10/2010;0,762;
11/10/2010;0,39;
08/10/2010;0,396;
07/10/2010;0,402;
06/10/2010;0,438;
05/10/2010;0,516;
04/10/2010;0,67;
01/10/2010;0,721;
30/09/2010;0,878;0,454
29/09/2010;0,408;
28/09/2010;0,425;
27/09/2010;0,43;
24/09/2010;0,434;
23/09/2010;0,439;
22/09/2010;0,438;
21/09/2010;0,44;
20/09/2010;0,446;
17/09/2010;0,448;
16/09/2010;0,455;
15/09/2010;0,455;
14/09/2010;0,438;
13/09/2010;0,422;
10/09/2010;0,415;
09/09/2010;0,419;
08/09/2010;0,423;
07/09/2010;0,695;
06/09/2010;0,377;
03/09/2010;0,36;
02/09/2010;0,364;
01/09/2010;0,37;
31/08/2010;0,392;0,426
30/08/2010;0,384;
27/08/2010;0,39;
26/08/2010;0,408;
25/08/2010;0,411;
24/08/2010;0,41;
23/08/2010;0,423;
20/08/2010;0,428;
19/08/2010;0,43;
18/08/2010;0,44;
17/08/2010;0,443;
16/08/2010;0,448;
13/08/2010;0,449;
12/08/2010;0,464;
11/08/2010;0,477;
10/08/2010;0,769;
09/08/2010;0,344;
06/08/2010;0,349;
05/08/2010;0,363;
04/08/2010;0,365;
03/08/2010;0,377;
02/08/2010;0,399;
30/07/2010;0,423;0,481
29/07/2010;0,453;
28/07/2010;0,478;
27/07/2010;0,49;
26/07/2010;0,497;
23/07/2010;0,5;
22/07/2010;0,524;
21/07/2010;0,528;
20/07/2010;0,554;
19/07/2010;0,555;
16/07/2010;0,556;
15/07/2010;0,488;
14/07/2010;0,444;
13/07/2010;0,75;
12/07/2010;0,393;
09/07/2010;0,394;
08/07/2010;0,398;
07/07/2010;0,414;
06/07/2010;0,424;
05/07/2010;0,405;
02/07/2010;0,437;
01/07/2010;0,48;
30/06/2010;0,542;0,354
29/06/2010;0,325;
28/06/2010;0,326;
25/06/2010;0,321;
24/06/2010;0,329;
23/06/2010;0,328;
22/06/2010;0,35;
21/06/2010;0,347;
18/06/2010;0,368;
17/06/2010;0,354;
16/06/2010;0,341;
15/06/2010;0,665;
14/06/2010;0,318;
11/06/2010;0,326;
10/06/2010;0,334;
09/06/2010;0,332;
08/06/2010;0,318;
07/06/2010;0,324;
04/06/2010;0,322;
03/06/2010;0,295;
02/06/2010;0,3;
01/06/2010;0,329;
31/05/2010;0,33;0,344
28/05/2010;0,338;
27/05/2010;0,331;
26/05/2010;0,339;
25/05/2010;0,337;
24/05/2010;0,303;
21/05/2010;0,303;
20/05/2010;0,342;
19/05/2010;0,329;
18/05/2010;0,327;
17/05/2010;0,325;
14/05/2010;0,339;
13/05/2010;0,307;
12/05/2010;0,307;
11/05/2010;0,645;
10/05/2010;0,341;
07/05/2010;0,321;
06/05/2010;0,335;
05/05/2010;0,344;
04/05/2010;0,34;
03/05/2010;0,339;
30/04/2010;0,337;0,353
29/04/2010;0,349;
28/04/2010;0,347;
27/04/2010;0,346;
26/04/2010;0,345;
23/04/2010;0,338;
22/04/2010;0,339;
21/04/2010;0,343;
20/04/2010;0,343;
19/04/2010;0,339;
16/04/2010;0,334;
15/04/2010;0,338;
14/04/2010;0,337;
13/04/2010;0,658;
12/04/2010;0,342;
09/04/2010;0,325;
08/04/2010;0,332;
07/04/2010;0,329;
06/04/2010;0,319;
01/04/2010;0,325;
31/03/2010;0,401;0,348
30/03/2010;0,348;
29/03/2010;0,342;
26/03/2010;0,334;
25/03/2010;0,343;
24/03/2010;0,33;
23/03/2010;0,348;
22/03/2010;0,342;
19/03/2010;0,338;
18/03/2010;0,332;
17/03/2010;0,328;
16/03/2010;0,321;
15/03/2010;0,333;
12/03/2010;0,337;
11/03/2010;0,346;
10/03/2010;0,326;
09/03/2010;0,643;
08/03/2010;0,312;
05/03/2010;0,316;
04/03/2010;0,324;
03/03/2010;0,319;
02/03/2010;0,319;
01/03/2010;0,314;
26/02/2010;0,319;0,341
25/02/2010;0,343;
24/02/2010;0,341;
23/02/2010;0,338;
22/02/2010;0,335;
19/02/2010;0,33;
18/02/2010;0,329;
17/02/2010;0,322;
16/02/2010;0,32;
15/02/2010;0,319;
12/02/2010;0,318;
11/02/2010;0,318;
10/02/2010;0,32;
09/02/2010;0,642;
08/02/2010;0,315;
05/02/2010;0,312;
04/02/2010;0,318;
03/02/2010;0,323;
02/02/2010;0,33;
01/02/2010;0,32;
29/01/2010;0,326;0,344
28/01/2010;0,338;
27/01/2010;0,335;
26/01/2010;0,331;
25/01/2010;0,339;
22/01/2010;0,322;
21/01/2010;0,327;
20/01/2010;0,335;
19/01/2010;0,585;
18/01/2010;0,328;
15/01/2010;0,316;
14/01/2010;0,318;
13/01/2010;0,325;
12/01/2010;0,333;
11/01/2010;0,336;
08/01/2010;0,347;
07/01/2010;0,351;
06/01/2010;0,322;
05/01/2010;0,325;
04/01/2010;0,341;
