date;jour;mois
14/10/2015;-0,135;
13/10/2015;-0,136;
12/10/2015;-0,134;
09/10/2015;-0,142;
08/10/2015;-0,138;
07/10/2015;-0,139;
06/10/2015;-0,134;
05/10/2015;-0,144;
02/10/2015;-0,139;
01/10/2015;-0,142;
30/09/2015;-0,122;-0,136
29/09/2015;-0,135;
28/09/2015;-0,146;
25/09/2015;-0,143;
24/09/2015;-0,143;
23/09/2015;-0,143;
22/09/2015;-0,142;
21/09/2015;-0,145;
18/09/2015;-0,141;
17/09/2015;-0,138;
16/09/2015;-0,136;
15/09/2015;-0,142;
14/09/2015;-0,14;
11/09/2015;-0,13;
10/09/2015;-0,132;
09/09/2015;-0,13;
08/09/2015;-0,134;
07/09/2015;-0,136;
04/09/2015;-0,133;
03/09/2015;-0,124;
02/09/2015;-0,125;
01/09/2015;-0,125;
31/08/2015;-0,11;-0,121
28/08/2015;-0,126;
27/08/2015;-0,127;
26/08/2015;-0,129;
25/08/2015;-0,135;
24/08/2015;-0,126;
21/08/2015;-0,119;
20/08/2015;-0,118;
19/08/2015;-0,119;
18/08/2015;-0,126;
17/08/2015;-0,122;
14/08/2015;-0,13;
13/08/2015;-0,129;
12/08/2015;-0,124;
11/08/2015;-0,117;
10/08/2015;-0,129;
07/08/2015;-0,119;
06/08/2015;-0,116;
05/08/2015;-0,108;
04/08/2015;-0,11;
03/08/2015;-0,108;
31/07/2015;-0,102;-0,118
30/07/2015;-0,116;
29/07/2015;-0,113;
28/07/2015;-0,114;
27/07/2015;-0,117;
24/07/2015;-0,114;
23/07/2015;-0,115;
22/07/2015;-0,12;
21/07/2015;-0,121;
20/07/2015;-0,116;
17/07/2015;-0,122;
16/07/2015;-0,124;
15/07/2015;-0,122;
14/07/2015;-0,112;
13/07/2015;-0,118;
10/07/2015;-0,12;
09/07/2015;-0,121;
08/07/2015;-0,118;
07/07/2015;-0,12;
06/07/2015;-0,122;
03/07/2015;-0,116;
02/07/2015;-0,121;
01/07/2015;-0,123;
30/06/2015;-0,06;-0,119
29/06/2015;-0,118;
26/06/2015;-0,123;
25/06/2015;-0,116;
24/06/2015;-0,111;
23/06/2015;-0,121;
22/06/2015;-0,127;
19/06/2015;-0,12;
18/06/2015;-0,118;
17/06/2015;-0,11;
16/06/2015;-0,125;
15/06/2015;-0,119;
12/06/2015;-0,125;
11/06/2015;-0,12;
10/06/2015;-0,117;
09/06/2015;-0,126;
08/06/2015;-0,127;
05/06/2015;-0,115;
04/06/2015;-0,138;
03/06/2015;-0,143;
02/06/2015;-0,122;
01/06/2015;-0,106;
29/05/2015;-0,08;-0,106
28/05/2015;-0,104;
27/05/2015;-0,114;
26/05/2015;-0,109;
25/05/2015;-0,143;
22/05/2015;-0,14;
21/05/2015;-0,106;
20/05/2015;-0,105;
19/05/2015;-0,106;
18/05/2015;-0,105;
15/05/2015;-0,11;
14/05/2015;-0,143;
13/05/2015;-0,137;
12/05/2015;-0,091;
11/05/2015;-0,089;
08/05/2015;-0,087;
07/05/2015;-0,089;
06/05/2015;-0,088;
05/05/2015;-0,085;
04/05/2015;-0,084;
30/04/2015;-0,027;-0,074
29/04/2015;-0,072;
28/04/2015;-0,079;
27/04/2015;-0,081;
24/04/2015;-0,081;
23/04/2015;-0,08;
22/04/2015;-0,077;
21/04/2015;-0,084;
20/04/2015;-0,079;
17/04/2015;-0,073;
16/04/2015;-0,093;
15/04/2015;-0,074;
14/04/2015;-0,089;
13/04/2015;-0,072;
10/04/2015;-0,07;
09/04/2015;-0,056;
08/04/2015;-0,074;
07/04/2015;-0,08;
02/04/2015;-0,079;
01/04/2015;-0,07;
31/03/2015;0,05;-0,05
30/03/2015;-0,05;
27/03/2015;-0,053;
26/03/2015;-0,058;
25/03/2015;-0,063;
24/03/2015;-0,059;
23/03/2015;-0,048;
20/03/2015;-0,055;
19/03/2015;-0,04;
18/03/2015;-0,057;
17/03/2015;-0,041;
16/03/2015;-0,058;
13/03/2015;-0,04;
12/03/2015;-0,055;
11/03/2015;-0,055;
10/03/2015;-0,064;
09/03/2015;-0,064;
06/03/2015;-0,064;
05/03/2015;-0,056;
04/03/2015;-0,06;
03/03/2015;-0,063;
02/03/2015;-0,055;
27/02/2015;0,064;-0,036
26/02/2015;-0,062;
25/02/2015;-0,046;
24/02/2015;-0,048;
23/02/2015;-0,044;
20/02/2015;-0,043;
19/02/2015;-0,034;
18/02/2015;-0,038;
17/02/2015;-0,04;
16/02/2015;-0,049;
13/02/2015;-0,046;
12/02/2015;-0,045;
11/02/2015;-0,048;
10/02/2015;-0,041;
09/02/2015;-0,042;
06/02/2015;-0,037;
05/02/2015;-0,026;
04/02/2015;-0,037;
03/02/2015;-0,034;
02/02/2015;-0,024;
30/01/2015;0,086;-0,051
29/01/2015;-0,028;
28/01/2015;-0,029;
27/01/2015;-0,019;
26/01/2015;-0,033;
23/01/2015;-0,019;
22/01/2015;-0,036;
21/01/2015;-0,068;
20/01/2015;-0,081;
19/01/2015;-0,075;
16/01/2015;-0,081;
15/01/2015;-0,067;
14/01/2015;-0,067;
13/01/2015;-0,069;
12/01/2015;-0,063;
09/01/2015;-0,047;
08/01/2015;-0,07;
07/01/2015;-0,069;
06/01/2015;-0,075;
05/01/2015;-0,074;
02/01/2015;-0,079;
31/12/2014;0,144;-0,03
30/12/2014;-0,077;
29/12/2014;-0,06;
24/12/2014;-0,085;
23/12/2014;-0,077;
22/12/2014;-0,051;
19/12/2014;-0,055;
18/12/2014;-0,03;
17/12/2014;-0,026;
16/12/2014;-0,019;
15/12/2014;-0,016;
12/12/2014;-0,021;
11/12/2014;-0,014;
10/12/2014;-0,025;
09/12/2014;-0,04;
08/12/2014;-0,052;
05/12/2014;-0,038;
04/12/2014;-0,036;
03/12/2014;-0,023;
02/12/2014;-0,025;
01/12/2014;-0,007;
28/11/2014;0,128;-0,012
27/11/2014;0,029;
26/11/2014;0,046;
25/11/2014;0,017;
24/11/2014;-0,006;
21/11/2014;-0,011;
20/11/2014;-0,019;
19/11/2014;-0,023;
18/11/2014;-0,022;
17/11/2014;-0,027;
14/11/2014;-0,029;
13/11/2014;-0,028;
12/11/2014;-0,027;
11/11/2014;-0,036;
10/11/2014;-0,032;
07/11/2014;-0,038;
06/11/2014;-0,037;
05/11/2014;-0,042;
04/11/2014;-0,039;
03/11/2014;-0,035;
31/10/2014;0,082;-0,004
30/10/2014;0,002;
29/10/2014;0,006;
28/10/2014;0,01;
27/10/2014;0,013;
24/10/2014;0,018;
23/10/2014;0,014;
22/10/2014;0,017;
21/10/2014;0,012;
20/10/2014;-0,003;
17/10/2014;-0,014;
16/10/2014;-0,012;
15/10/2014;-0,011;
14/10/2014;-0,026;
13/10/2014;-0,018;
10/10/2014;-0,006;
09/10/2014;-0,015;
08/10/2014;-0,015;
07/10/2014;-0,033;
06/10/2014;-0,014;
03/10/2014;-0,045;
02/10/2014;-0,033;
01/10/2014;-0,032;
30/09/2014;0,197;0,007
29/09/2014;-0,022;
26/09/2014;-0,017;
25/09/2014;-0,003;
24/09/2014;0,022;
23/09/2014;0,015;
22/09/2014;0,002;
19/09/2014;0,007;
18/09/2014;0,003;
17/09/2014;0,007;
16/09/2014;0,007;
15/09/2014;-0,011;
12/09/2014;-0,014;
11/09/2014;-0,016;
10/09/2014;-0,024;
09/09/2014;0,012;
08/09/2014;0,003;
05/09/2014;0;
04/09/2014;0,003;
03/09/2014;-0,006;
02/09/2014;-0,007;
01/09/2014;-0,013;
29/08/2014;0,101;0,018
28/08/2014;-0,004;
27/08/2014;0,011;
26/08/2014;0,009;
25/08/2014;0,019;
22/08/2014;0,006;
21/08/2014;0,014;
20/08/2014;0,013;
19/08/2014;0,005;
18/08/2014;0,006;
15/08/2014;0,007;
14/08/2014;0,014;
13/08/2014;0,019;
12/08/2014;0,009;
11/08/2014;0,01;
08/08/2014;0,019;
07/08/2014;0,014;
06/08/2014;0,021;
05/08/2014;0,031;
04/08/2014;0,029;
01/08/2014;0,023;
31/07/2014;0,177;0,043
30/07/2014;0,035;
29/07/2014;0,032;
28/07/2014;0,044;
25/07/2014;0,043;
24/07/2014;0,042;
23/07/2014;0,047;
22/07/2014;0,041;
21/07/2014;0,048;
18/07/2014;0,037;
17/07/2014;0,039;
16/07/2014;0,036;
15/07/2014;0,034;
14/07/2014;0,052;
11/07/2014;0,05;
10/07/2014;0,036;
09/07/2014;0,033;
08/07/2014;0,027;
07/07/2014;0,029;
04/07/2014;0,032;
03/07/2014;0,032;
02/07/2014;0,023;
01/07/2014;0,026;
30/06/2014;0,336;0,076
27/06/2014;0,025;
26/06/2014;0,036;
25/06/2014;0,043;
24/06/2014;0,036;
23/06/2014;0,031;
20/06/2014;0,025;
19/06/2014;0,01;
18/06/2014;0,015;
17/06/2014;0,03;
16/06/2014;0,027;
13/06/2014;0,026;
12/06/2014;0,043;
11/06/2014;0,06;
10/06/2014;0,065;
09/06/2014;0,053;
06/06/2014;0,067;
05/06/2014;0,104;
04/06/2014;0,142;
03/06/2014;0,191;
02/06/2014;0,226;
30/05/2014;0,448;0,248
29/05/2014;0,244;
28/05/2014;0,239;
27/05/2014;0,469;
26/05/2014;0,425;
23/05/2014;0,396;
22/05/2014;0,337;
21/05/2014;0,271;
20/05/2014;0,196;
19/05/2014;0,177;
16/05/2014;0,169;
15/05/2014;0,172;
14/05/2014;0,177;
13/05/2014;0,184;
12/05/2014;0,191;
09/05/2014;0,222;
08/05/2014;0,239;
07/05/2014;0,26;
06/05/2014;0,108;
05/05/2014;0,126;
02/05/2014;0,159;
30/04/2014;0,4;0,254
29/04/2014;0,457;
28/04/2014;0,398;
25/04/2014;0,331;
24/04/2014;0,294;
23/04/2014;0,238;
22/04/2014;0,217;
17/04/2014;0,221;
16/04/2014;0,204;
15/04/2014;0,207;
14/04/2014;0,209;
11/04/2014;0,209;
10/04/2014;0,207;
09/04/2014;0,209;
08/04/2014;0,216;
07/04/2014;0,224;
04/04/2014;0,212;
03/04/2014;0,218;
02/04/2014;0,212;
01/04/2014;0,194;
31/03/2014;0,688;0,192
28/03/2014;0,195;
27/03/2014;0,174;
26/03/2014;0,171;
25/03/2014;0,172;
24/03/2014;0,169;
21/03/2014;0,17;
20/03/2014;0,163;
19/03/2014;0,168;
18/03/2014;0,16;
17/03/2014;0,162;
14/03/2014;0,158;
13/03/2014;0,17;
12/03/2014;0,172;
11/03/2014;0,171;
10/03/2014;0,167;
07/03/2014;0,159;
06/03/2014;0,163;
05/03/2014;0,164;
04/03/2014;0,157;
03/03/2014;0,156;
28/02/2014;0,259;0,157
27/02/2014;0,162;
26/02/2014;0,168;
25/02/2014;0,166;
24/02/2014;0,169;
21/02/2014;0,171;
20/02/2014;0,169;
19/02/2014;0,164;
18/02/2014;0,153;
17/02/2014;0,15;
14/02/2014;0,144;
13/02/2014;0,159;
12/02/2014;0,17;
11/02/2014;0,122;
10/02/2014;0,127;
07/02/2014;0,131;
06/02/2014;0,132;
05/02/2014;0,145;
04/02/2014;0,133;
03/02/2014;0,14;
31/01/2014;0,228;0,196
30/01/2014;0,155;
29/01/2014;0,157;
28/01/2014;0,179;
27/01/2014;0,188;
24/01/2014;0,191;
23/01/2014;0,21;
22/01/2014;0,238;
21/01/2014;0,351;
20/01/2014;0,359;
17/01/2014;0,343;
16/01/2014;0,3;
15/01/2014;0,21;
14/01/2014;0,147;
13/01/2014;0,153;
10/01/2014;0,154;
09/01/2014;0,156;
08/01/2014;0,137;
07/01/2014;0,099;
06/01/2014;0,096;
03/01/2014;0,111;
02/01/2014;0,152;
31/12/2013;0,446;0,169
30/12/2013;0,223;
27/12/2013;0,192;
24/12/2013;0,171;
23/12/2013;0,158;
20/12/2013;0,161;
19/12/2013;0,159;
18/12/2013;0,176;
17/12/2013;0,206;
16/12/2013;0,183;
13/12/2013;0,15;
12/12/2013;0,139;
11/12/2013;0,144;
10/12/2013;0,131;
09/12/2013;0,125;
06/12/2013;0,127;
05/12/2013;0,127;
04/12/2013;0,126;
03/12/2013;0,117;
02/12/2013;0,112;
29/11/2013;0,277;0,103
28/11/2013;0,127;
27/11/2013;0,123;
26/11/2013;0,131;
25/11/2013;0,132;
22/11/2013;0,117;
21/11/2013;0,108;
20/11/2013;0,091;
19/11/2013;0,086;
18/11/2013;0,084;
15/11/2013;0,079;
14/11/2013;0,076;
13/11/2013;0,07;
12/11/2013;0,074;
11/11/2013;0,076;
08/11/2013;0,077;
07/11/2013;0,078;
06/11/2013;0,086;
05/11/2013;0,089;
04/11/2013;0,092;
01/11/2013;0,092;
31/10/2013;0,228;0,093
30/10/2013;0,103;
29/10/2013;0,098;
28/10/2013;0,095;
25/10/2013;0,096;
24/10/2013;0,096;
23/10/2013;0,094;
22/10/2013;0,093;
21/10/2013;0,091;
18/10/2013;0,093;
17/10/2013;0,088;
16/10/2013;0,082;
15/10/2013;0,078;
14/10/2013;0,078;
11/10/2013;0,085;
10/10/2013;0,08;
09/10/2013;0,081;
08/10/2013;0,084;
07/10/2013;0,082;
04/10/2013;0,084;
03/10/2013;0,079;
02/10/2013;0,079;
01/10/2013;0,08;
30/09/2013;0,179;0,08
27/09/2013;0,085;
26/09/2013;0,082;
25/09/2013;0,077;
24/09/2013;0,077;
23/09/2013;0,08;
20/09/2013;0,078;
19/09/2013;0,075;
18/09/2013;0,078;
17/09/2013;0,075;
16/09/2013;0,073;
13/09/2013;0,072;
12/09/2013;0,068;
11/09/2013;0,073;
10/09/2013;0,071;
09/09/2013;0,068;
06/09/2013;0,075;
05/09/2013;0,069;
04/09/2013;0,073;
03/09/2013;0,08;
02/09/2013;0,079;
30/08/2013;0,107;0,082
29/08/2013;0,076;
28/08/2013;0,078;
27/08/2013;0,08;
26/08/2013;0,078;
23/08/2013;0,077;
22/08/2013;0,079;
21/08/2013;0,078;
20/08/2013;0,078;
19/08/2013;0,079;
16/08/2013;0,078;
15/08/2013;0,077;
14/08/2013;0,08;
13/08/2013;0,077;
12/08/2013;0,079;
09/08/2013;0,082;
08/08/2013;0,084;
07/08/2013;0,099;
06/08/2013;0,078;
05/08/2013;0,083;
02/08/2013;0,084;
01/08/2013;0,093;
31/07/2013;0,143;0,093
30/07/2013;0,099;
29/07/2013;0,092;
26/07/2013;0,097;
25/07/2013;0,098;
24/07/2013;0,104;
23/07/2013;0,105;
22/07/2013;0,101;
19/07/2013;0,098;
18/07/2013;0,091;
17/07/2013;0,09;
16/07/2013;0,083;
15/07/2013;0,086;
12/07/2013;0,087;
11/07/2013;0,09;
10/07/2013;0,088;
09/07/2013;0,083;
08/07/2013;0,084;
05/07/2013;0,087;
04/07/2013;0,087;
03/07/2013;0,082;
02/07/2013;0,082;
01/07/2013;0,085;
28/06/2013;0,208;0,086
27/06/2013;0,086;
26/06/2013;0,084;
25/06/2013;0,079;
24/06/2013;0,084;
21/06/2013;0,084;
20/06/2013;0,082;
19/06/2013;0,082;
18/06/2013;0,073;
17/06/2013;0,08;
14/06/2013;0,075;
13/06/2013;0,074;
12/06/2013;0,077;
11/06/2013;0,075;
10/06/2013;0,082;
07/06/2013;0,078;
06/06/2013;0,083;
05/06/2013;0,081;
04/06/2013;0,078;
03/06/2013;0,078;
31/05/2013;0,114;0,079
30/05/2013;0,073;
29/05/2013;0,076;
28/05/2013;0,084;
27/05/2013;0,082;
24/05/2013;0,081;
23/05/2013;0,078;
22/05/2013;0,083;
21/05/2013;0,076;
20/05/2013;0,069;
17/05/2013;0,066;
16/05/2013;0,082;
15/05/2013;0,078;
14/05/2013;0,081;
13/05/2013;0,086;
10/05/2013;0,074;
09/05/2013;0,072;
08/05/2013;0,064;
07/05/2013;0,075;
06/05/2013;0,083;
03/05/2013;0,077;
02/05/2013;0,078;
30/04/2013;0,102;0,081
29/04/2013;0,085;
26/04/2013;0,082;
25/04/2013;0,083;
24/04/2013;0,083;
23/04/2013;0,079;
22/04/2013;0,082;
19/04/2013;0,083;
18/04/2013;0,08;
17/04/2013;0,078;
16/04/2013;0,08;
15/04/2013;0,083;
12/04/2013;0,082;
11/04/2013;0,086;
10/04/2013;0,082;
09/04/2013;0,078;
08/04/2013;0,082;
05/04/2013;0,075;
04/04/2013;0,074;
03/04/2013;0,072;
02/04/2013;0,07;
28/03/2013;0,112;0,067
27/03/2013;0,067;
26/03/2013;0,064;
25/03/2013;0,064;
22/03/2013;0,061;
21/03/2013;0,062;
20/03/2013;0,065;
19/03/2013;0,064;
18/03/2013;0,069;
15/03/2013;0,07;
14/03/2013;0,068;
13/03/2013;0,068;
12/03/2013;0,068;
11/03/2013;0,064;
08/03/2013;0,06;
07/03/2013;0,063;
06/03/2013;0,07;
05/03/2013;0,061;
04/03/2013;0,06;
01/03/2013;0,059;
28/02/2013;0,066;0,068
27/02/2013;0,056;
26/02/2013;0,065;
25/02/2013;0,064;
22/02/2013;0,071;
21/02/2013;0,07;
20/02/2013;0,069;
19/02/2013;0,062;
18/02/2013;0,058;
15/02/2013;0,06;
14/02/2013;0,066;
13/02/2013;0,064;
12/02/2013;0,073;
11/02/2013;0,072;
08/02/2013;0,068;
07/02/2013;0,068;
06/02/2013;0,067;
05/02/2013;0,074;
04/02/2013;0,079;
01/02/2013;0,081;
31/01/2013;0,08;0,069
30/01/2013;0,081;
29/01/2013;0,074;
28/01/2013;0,073;
25/01/2013;0,071;
24/01/2013;0,068;
23/01/2013;0,068;
22/01/2013;0,069;
21/01/2013;0,068;
18/01/2013;0,068;
17/01/2013;0,068;
16/01/2013;0,067;
15/01/2013;0,064;
14/01/2013;0,065;
11/01/2013;0,067;
10/01/2013;0,069;
09/01/2013;0,069;
08/01/2013;0,067;
07/01/2013;0,066;
04/01/2013;0,068;
03/01/2013;0,066;
02/01/2013;0,062;
31/12/2012;0,131;0,073
28/12/2012;0,079;
27/12/2012;0,072;
24/12/2012;0,061;
21/12/2012;0,06;
20/12/2012;0,069;
19/12/2012;0,07;
18/12/2012;0,072;
17/12/2012;0,071;
14/12/2012;0,074;
13/12/2012;0,071;
12/12/2012;0,066;
11/12/2012;0,067;
10/12/2012;0,069;
07/12/2012;0,072;
06/12/2012;0,072;
05/12/2012;0,069;
04/12/2012;0,073;
03/12/2012;0,077;
30/11/2012;0,077;0,079
29/11/2012;0,072;
28/11/2012;0,073;
27/11/2012;0,072;
26/11/2012;0,072;
23/11/2012;0,074;
22/11/2012;0,071;
21/11/2012;0,072;
20/11/2012;0,074;
19/11/2012;0,077;
16/11/2012;0,079;
15/11/2012;0,078;
14/11/2012;0,077;
13/11/2012;0,08;
12/11/2012;0,082;
09/11/2012;0,072;
08/11/2012;0,087;
07/11/2012;0,09;
06/11/2012;0,09;
05/11/2012;0,089;
02/11/2012;0,09;
01/11/2012;0,079;
31/10/2012;0,078;0,091
30/10/2012;0,088;
29/10/2012;0,089;
26/10/2012;0,086;
25/10/2012;0,089;
24/10/2012;0,089;
23/10/2012;0,088;
22/10/2012;0,092;
19/10/2012;0,095;
18/10/2012;0,093;
17/10/2012;0,093;
16/10/2012;0,091;
15/10/2012;0,096;
12/10/2012;0,092;
11/10/2012;0,095;
10/10/2012;0,092;
09/10/2012;0,091;
08/10/2012;0,094;
05/10/2012;0,093;
04/10/2012;0,095;
03/10/2012;0,085;
02/10/2012;0,087;
01/10/2012;0,095;
28/09/2012;0,107;0,099
27/09/2012;0,095;
26/09/2012;0,096;
25/09/2012;0,092;
24/09/2012;0,095;
21/09/2012;0,095;
20/09/2012;0,097;
19/09/2012;0,09;
18/09/2012;0,1;
17/09/2012;0,089;
14/09/2012;0,095;
13/09/2012;0,103;
12/09/2012;0,101;
11/09/2012;0,1;
10/09/2012;0,101;
07/09/2012;0,105;
06/09/2012;0,108;
05/09/2012;0,107;
04/09/2012;0,102;
03/09/2012;0,108;
31/08/2012;0,11;0,11
30/08/2012;0,106;
29/08/2012;0,102;
28/08/2012;0,111;
27/08/2012;0,11;
24/08/2012;0,107;
23/08/2012;0,108;
22/08/2012;0,103;
21/08/2012;0,103;
20/08/2012;0,109;
17/08/2012;0,112;
16/08/2012;0,111;
15/08/2012;0,112;
14/08/2012;0,11;
13/08/2012;0,112;
10/08/2012;0,115;
09/08/2012;0,123;
08/08/2012;0,116;
07/08/2012;0,111;
06/08/2012;0,109;
03/08/2012;0,111;
02/08/2012;0,109;
01/08/2012;0,112;
31/07/2012;0,111;0,184
30/07/2012;0,112;
27/07/2012;0,111;
26/07/2012;0,112;
25/07/2012;0,114;
24/07/2012;0,113;
23/07/2012;0,116;
20/07/2012;0,115;
19/07/2012;0,12;
18/07/2012;0,119;
17/07/2012;0,119;
16/07/2012;0,114;
13/07/2012;0,117;
12/07/2012;0,128;
11/07/2012;0,131;
10/07/2012;0,323;
09/07/2012;0,325;
06/07/2012;0,329;
05/07/2012;0,331;
04/07/2012;0,332;
03/07/2012;0,332;
02/07/2012;0,329;
29/06/2012;0,382;0,332
28/06/2012;0,331;
27/06/2012;0,331;
26/06/2012;0,33;
25/06/2012;0,328;
22/06/2012;0,325;
21/06/2012;0,329;
20/06/2012;0,326;
19/06/2012;0,333;
18/06/2012;0,334;
15/06/2012;0,329;
14/06/2012;0,331;
13/06/2012;0,335;
12/06/2012;0,336;
11/06/2012;0,336;
08/06/2012;0,331;
07/06/2012;0,312;
06/06/2012;0,31;
05/06/2012;0,335;
04/06/2012;0,332;
01/06/2012;0,337;
31/05/2012;0,329;0,337
30/05/2012;0,333;
29/05/2012;0,335;
28/05/2012;0,322;
25/05/2012;0,323;
24/05/2012;0,335;
23/05/2012;0,335;
22/05/2012;0,336;
21/05/2012;0,337;
18/05/2012;0,337;
17/05/2012;0,32;
16/05/2012;0,33;
15/05/2012;0,34;
14/05/2012;0,346;
11/05/2012;0,341;
10/05/2012;0,348;
09/05/2012;0,344;
08/05/2012;0,346;
07/05/2012;0,348;
04/05/2012;0,343;
03/05/2012;0,343;
02/05/2012;0,343;
30/04/2012;0,344;0,345
27/04/2012;0,346;
26/04/2012;0,343;
25/04/2012;0,337;
24/04/2012;0,338;
23/04/2012;0,338;
20/04/2012;0,344;
19/04/2012;0,347;
18/04/2012;0,346;
17/04/2012;0,349;
16/04/2012;0,346;
13/04/2012;0,346;
12/04/2012;0,341;
11/04/2012;0,35;
10/04/2012;0,347;
05/04/2012;0,352;
04/04/2012;0,353;
03/04/2012;0,343;
02/04/2012;0,347;
30/03/2012;0,388;0,357
29/03/2012;0,349;
28/03/2012;0,352;
27/03/2012;0,353;
26/03/2012;0,349;
23/03/2012;0,359;
22/03/2012;0,352;
21/03/2012;0,348;
20/03/2012;0,35;
19/03/2012;0,359;
16/03/2012;0,361;
15/03/2012;0,356;
14/03/2012;0,363;
13/03/2012;0,355;
12/03/2012;0,355;
09/03/2012;0,362;
08/03/2012;0,359;
07/03/2012;0,355;
06/03/2012;0,342;
05/03/2012;0,351;
02/03/2012;0,36;
01/03/2012;0,37;
29/02/2012;0,374;0,366
28/02/2012;0,36;
27/02/2012;0,36;
24/02/2012;0,368;
23/02/2012;0,364;
22/02/2012;0,359;
21/02/2012;0,362;
20/02/2012;0,36;
17/02/2012;0,364;
16/02/2012;0,371;
15/02/2012;0,371;
14/02/2012;0,371;
13/02/2012;0,364;
10/02/2012;0,362;
09/02/2012;0,367;
08/02/2012;0,362;
07/02/2012;0,367;
06/02/2012;0,366;
03/02/2012;0,377;
02/02/2012;0,366;
01/02/2012;0,363;
31/01/2012;0,38;0,38
30/01/2012;0,385;
27/01/2012;0,379;
26/01/2012;0,377;
25/01/2012;0,379;
24/01/2012;0,378;
23/01/2012;0,371;
20/01/2012;0,394;
19/01/2012;0,374;
18/01/2012;0,391;
17/01/2012;0,379;
16/01/2012;0,386;
13/01/2012;0,385;
12/01/2012;0,378;
11/01/2012;0,375;
10/01/2012;0,371;
09/01/2012;0,372;
06/01/2012;0,357;
05/01/2012;0,369;
04/01/2012;0,395;
03/01/2012;0,396;
02/01/2012;0,39;
30/12/2011;0,629;0,627
29/12/2011;0,399;
28/12/2011;0,402;
27/12/2011;0,417;
23/12/2011;0,422;
22/12/2011;0,509;
21/12/2011;0,611;
20/12/2011;0,605;
19/12/2011;0,583;
16/12/2011;0,569;
15/12/2011;0,571;
14/12/2011;0,579;
13/12/2011;1,018;
12/12/2011;0,696;
09/12/2011;0,735;
08/12/2011;0,727;
07/12/2011;0,747;
06/12/2011;0,755;
05/12/2011;0,733;
02/12/2011;0,725;
01/12/2011;0,736;
30/11/2011;0,805;0,79
29/11/2011;0,718;
28/11/2011;0,713;
25/11/2011;0,73;
24/11/2011;0,719;
23/11/2011;0,722;
22/11/2011;0,724;
21/11/2011;0,705;
18/11/2011;0,722;
17/11/2011;0,709;
16/11/2011;0,728;
15/11/2011;0,733;
14/11/2011;0,738;
11/11/2011;0,733;
10/11/2011;0,736;
09/11/2011;0,769;
08/11/2011;1,219;
07/11/2011;0,885;
04/11/2011;0,892;
03/11/2011;0,909;
02/11/2011;0,899;
01/11/2011;0,872;
31/10/2011;0,937;0,96
28/10/2011;0,919;
27/10/2011;0,923;
26/10/2011;0,946;
25/10/2011;0,932;
24/10/2011;0,934;
21/10/2011;0,937;
20/10/2011;0,932;
19/10/2011;0,949;
18/10/2011;0,924;
17/10/2011;0,928;
14/10/2011;0,93;
13/10/2011;0,958;
12/10/2011;0,986;
11/10/2011;1,22;
10/10/2011;0,892;
07/10/2011;0,919;
06/10/2011;0,947;
05/10/2011;0,97;
04/10/2011;0,997;
03/10/2011;1,071;
30/09/2011;1,463;1,005
29/09/2011;1,057;
28/09/2011;1,069;
27/09/2011;1,071;
26/09/2011;1,058;
23/09/2011;1,055;
22/09/2011;1,04;
21/09/2011;1,061;
20/09/2011;1,061;
19/09/2011;1,041;
16/09/2011;1,112;
15/09/2011;0,952;
14/09/2011;0,93;
13/09/2011;1,214;
12/09/2011;0,857;
09/09/2011;0,85;
08/09/2011;0,863;
07/09/2011;0,87;
06/09/2011;0,871;
05/09/2011;0,873;
02/09/2011;0,868;
01/09/2011;0,884;
31/08/2011;0,955;0,906
30/08/2011;0,865;
29/08/2011;0,869;
26/08/2011;0,874;
25/08/2011;0,89;
24/08/2011;0,896;
23/08/2011;0,9;
22/08/2011;0,908;
19/08/2011;0,89;
18/08/2011;0,883;
17/08/2011;0,876;
16/08/2011;0,885;
15/08/2011;0,874;
12/08/2011;0,88;
11/08/2011;0,903;
10/08/2011;1,006;
09/08/2011;1,211;
08/08/2011;0,86;
05/08/2011;0,846;
04/08/2011;0,851;
03/08/2011;0,858;
02/08/2011;0,941;
01/08/2011;0,912;
29/07/2011;0,972;1,012
28/07/2011;0,899;
27/07/2011;0,953;
26/07/2011;0,991;
25/07/2011;0,975;
22/07/2011;0,97;
21/07/2011;1,078;
20/07/2011;1,2;
19/07/2011;1,467;
18/07/2011;1,489;
15/07/2011;1,484;
14/07/2011;1,461;
13/07/2011;1,476;
12/07/2011;1,016;
11/07/2011;0,6;
08/07/2011;0,592;
07/07/2011;0,596;
06/07/2011;0,598;
05/07/2011;0,707;
04/07/2011;0,815;
01/07/2011;0,909;
30/06/2011;1,715;1,124
29/06/2011;0,993;
28/06/2011;0,839;
27/06/2011;0,846;
24/06/2011;0,858;
23/06/2011;0,946;
22/06/2011;1,091;
21/06/2011;1,307;
20/06/2011;1,336;
17/06/2011;1,338;
16/06/2011;1,303;
15/06/2011;1,269;
14/06/2011;1,185;
13/06/2011;1,404;
10/06/2011;1,549;
09/06/2011;1,296;
08/06/2011;1,065;
07/06/2011;0,898;
06/06/2011;0,88;
03/06/2011;0,886;
02/06/2011;0,876;
01/06/2011;0,849;
31/05/2011;0,953;1,033
30/05/2011;0,847;
27/05/2011;0,921;
26/05/2011;1,075;
25/05/2011;1,125;
24/05/2011;1,138;
23/05/2011;1,16;
20/05/2011;1,158;
19/05/2011;1,161;
18/05/2011;1,152;
17/05/2011;1,133;
