sp500,effectif,prediction,date
-0.10473132038185315,5.3931579146520825,3.6978877536829873,2011-03-01
2.849538044379502,3.5936134517238054,3.37562850708892,2011-04-01
-1.3500952766930638,0.4968526911329708,2.915016272489059,2011-05-01
-1.8257461265697077,0.7212481779483497,3.057459445906209,2011-06-01
-2.1474425791952045,-1.418649831616412,3.8480403613865453,2011-07-01
-5.679110746359763,3.658015833832747,5.182374437810324,2011-08-01
-7.176198830376012,0.6453229743219443,3.825153495610112,2011-09-01
10.772303853581013,5.832987713572103,3.7231366583153864,2011-10-01
-0.5058715193587233,2.257413687743737,5.911698490333215,2011-11-01
0.853276394814408,1.3908971366563623,5.575255079698898,2011-12-01
4.35830622185063,-1.1404814265815755,4.24321024728128,2012-01-01
4.058946413084185,0.5763782617938791,5.137744048526578,2012-02-01
3.1332314530530634,2.445286779217717,7.136885500150675,2012-03-01
-0.7497452709270428,1.9213765338547342,3.927429320380257,2012-04-01
-6.2650725633177595,0.6838062270777224,4.021822885525694,2012-05-01
3.9554982134591414,4.552407491191289,4.5107943278830644,2012-06-01
1.2597574126154458,1.180706990926012,2.435041672021091,2012-07-01
1.9763369680148135,-1.2993798119443671,3.9221908213389156,2012-08-01
2.4236153696477047,0.23708538530693468,3.252661570884861,2012-09-01
-1.9789409878227444,-0.33686135516539517,6.310868768581995,2012-10-01
0.2846717017343327,-1.6209408193285788,6.722745097491413,2012-11-01
0.7068230463864564,-0.7808210641857768,3.2888279166575227,2012-12-01
5.04280965195785,3.7741265686680925,2.579942086985792,2013-01-01
1.1060649195259102,3.552057338987811,4.443201758721403,2013-02-01
3.598772351695612,4.185622662670471,3.2501350137378067,2013-03-01
1.8085767859252406,4.874741013860637,3.17526859409279,2013-04-01
2.076281172104621,-1.6046142636013048,2.722616727844313,2013-05-01
-1.4999301636062792,-1.790405859472065,1.8714490569251554,2013-06-01
4.946207981522508,5.881902327159172,3.1836223994042916,2013-07-01
-3.129801903386691,-4.5284304221686975,3.555375649346415,2013-08-01
2.97495231772391,0.5667030471895139,3.8058203427466766,2013-09-01
4.45957526180061,4.1518392838242875,3.2848257042627416,2013-10-01
2.8049471635186523,-0.9769545239958549,2.459149061708067,2013-11-01
2.356279155049282,0.37949119262793146,3.337214760854495,2013-12-01
-3.5582905675162646,-0.7535640409229455,4.129280832006569,2014-01-01
4.311702997659533,3.4873444252281836,5.161465902050502,2014-02-01
0.6932165607935714,4.0401238359162575,4.001906042715606,2014-03-01
0.6200788965052756,-0.15683347507521078,5.25495376871374,2014-04-01
2.1030280012995957,-0.6274024585839615,5.009637971700594,2014-05-01
1.9058331658920602,1.368742339017595,4.367080782518898,2014-06-01
-1.507983058191972,-3.0029510426227928,2.8298507128719077,2014-07-01
3.7655295489735074,4.272444527886099,4.15280407851821,2014-08-01
-1.551383722306375,1.5312213519074218,3.7698050797778033,2014-09-01
2.320146078677223,4.834783424964291,2.797803911289529,2014-10-01
2.453358876036477,0.4437273393669155,3.4284829770804266,2014-11-01
-0.4188587877920406,2.56311250967351,3.5551223366459954,2014-12-01
-3.1040805790470283,1.2459287086691369,3.1766800126032737,2015-01-01
5.489251101455411,4.180758230054797,6.830704770509222,2015-02-01
-1.7396106913756222,-4.6223940615434795,6.425642283136866,2015-03-01
0.8520819730124739,0.28803402115287674,4.085300983267011,2015-04-01
1.0491382393316857,1.007333299025613,4.774491848759836,2015-05-01
-2.1011672375900523,-3.439067654052582,3.023895371964908,2015-06-01
1.9742029696721346,3.2749778651092063,2.890627503029439,2015-07-01
-6.258081816720283,-3.8790165353022807,3.7936511496245937,2015-08-01
-2.6442831573227092,2.787210375849333,8.340779337049314,2015-09-01
8.298311776039412,3.172128046581822,3.697384208541979,2015-10-01
0.05048692607240184,-0.6740077376410811,3.331693797947536,2015-11-01
-1.753018517631442,0.006883724512679094,4.409172473437833,2015-12-01
-5.073532197294651,0.41967912840801785,3.061932871422979,2016-01-01
-0.4128360430299006,-2.655505081496641,5.771500153314945,2016-02-01
6.599111457736514,7.29628081962893,5.682262372814079,2016-03-01
0.2699398480873263,2.943175186030442,6.10927392467775,2016-04-01
1.5324602357572554,-0.6086533894158576,3.812436026580932,2016-05-01
0.09109211209781112,8.449996557412831,3.3597240945201654,2016-06-01
3.560980112525428,1.3620306335787897,3.103561022923031,2016-07-01
-0.12192431360480338,-3.603993381660348,5.257517705704427,2016-08-01
-0.12344508443253946,1.8323127746901202,5.781076002481089,2016-09-01
-1.9425679279557544,-0.3249255785623884,2.866824417062119,2016-10-01
3.4174522187570475,4.059855760593969,3.752249040992814,2016-11-01
1.8200762196895175,1.329985729990206,3.6147328032389363,2016-12-01
1.7884358171464783,-1.2124047574523122,3.3010093240343146,2017-01-01
3.719816033727894,3.0754762922826226,5.38902492586623,2017-02-01
-0.03891971880845397,0.383709305179007,4.518264734665201,2017-03-01
0.9091208549318208,0.16942797583190453,4.233150335027367,2017-04-01
1.1576251391341417,3.652206308903736,4.795948994034394,2017-05-01
0.4813775090855441,-3.2712518282108682,2.281293546375571,2017-06-01
1.934882611803061,0.11832690416525707,3.2908610456110807,2017-07-01
0.05464328110856814,-0.853029008836291,7.450608920184491,2017-08-01
1.9302978533243684,5.754290904146026,3.5319496701040785,2017-09-01
2.218813533034958,-1.8050359830088656,3.8109245803378955,2017-10-01
0.3720043010336637,4.427895512087345,4.837831840205574,2017-11-01
3.4342557364422945,0.6719702271608319,3.338754861808527,2017-12-01
5.617870444413305,0.04617995987573753,3.5948565737798486,2018-01-01
-3.894737206189687,-4.4799573568686055,5.723593835056865,2018-02-01
-2.688449862482494,2.047556605133814,3.852942294543308,2018-03-01
0.2718775131643308,3.0889076661465857,3.6974992893393908,2018-04-01
2.1608341965291906,3.2426659038075556,5.000121627801027,2018-05-01
0.48424360241867687,3.636738671796109,3.8463715359763295,2018-06-01
3.6021556221367033,4.797147537679383,3.991765956270785,2018-07-01
3.026321146605453,1.8670683677208968,3.4893687309803307,2018-08-01
0.42942871026615,-0.2159722272382617,3.0887354373108424,2018-09-01
-6.940335602442953,1.2574061661156009,3.6454436405041735,2018-10-01
1.785935678884907,3.0777987042104704,4.82284792883196,2018-11-01
-9.177689459656396,-5.5387103765759464,3.793030160665796,2018-12-01
7.8684401655036655,5.505154029987178,5.339997558961191,2019-01-01
2.972888912635221,4.547405470532867,4.324526618817308,2019-02-01
1.7924256211817116,2.269840880004841,3.780115652577856,2019-03-01
3.931349839568257,0.6645801122244817,5.3466219551997485,2019-04-01
-6.577773118928689,-2.766579838386873,2.2375909088492145,2019-05-01
6.893016392561224,4.704642094367167,4.9456116156035455,2019-06-01
1.3128152149977605,1.8262534837842088,3.60205168976836,2019-07-01
-1.8091627281326537,2.020427399276575,3.657034705920735,2019-08-01
1.7181177829208651,3.0119699025808537,4.488242735208943,2019-09-01
2.0431770730503027,2.132790183862976,5.714760627941843,2019-10-01
3.40470374218863,-2.7095866190875357,4.443775417723368,2019-11-01
