portfolio,cov
"['EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'DTE US Equity', 'HSY US Equity']","[[25.89215886  2.72806342 11.83651989 11.93496076  4.54078826]
 [ 2.72806342 43.5782631  -2.28759833 -0.48547121  1.54710836]
 [11.83651989 -2.28759833 15.09230655 12.00045256  6.92183195]
 [11.93496076 -0.48547121 12.00045256 14.83958778  8.11705738]
 [ 4.54078826  1.54710836  6.92183195  8.11705738 24.23853542]]"
"['KMB US Equity', 'JNJ US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity']","[[18.98891434  7.67858388  7.69898443  7.58649282  8.7765816 ]
 [ 7.67858388 15.4644834   9.60513812  7.34329368  5.17271111]
 [ 7.69898443  9.60513812 29.16115716  6.33423752  4.75605577]
 [ 7.58649282  7.34329368  6.33423752 14.83958778 12.12349466]
 [ 8.7765816   5.17271111  4.75605577 12.12349466 30.47520004]]"
"['EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'T US Equity']","[[25.89215886  2.72806342 11.83651989  6.27166154]
 [ 2.72806342 43.5782631  -2.28759833  4.9351621 ]
 [11.83651989 -2.28759833 15.09230655  4.90012192]
 [ 6.27166154  4.9351621   4.90012192 20.81009143]]"
"['NEM US Equity', 'JNJ US Equity', 'MO US Equity', 'HSY US Equity', 'WEC US Equity']","[[ 1.03037595e+02  3.78044699e+00 -7.12359198e-02  2.19901409e+00
   1.76557690e+00]
 [ 3.78044699e+00  1.54644834e+01  9.60513812e+00  6.05211749e+00
   6.19261419e+00]
 [-7.12359198e-02  9.60513812e+00  2.91611572e+01  9.82905636e+00
   5.64387931e+00]
 [ 2.19901409e+00  6.05211749e+00  9.82905636e+00  2.42385354e+01
   8.16399132e+00]
 [ 1.76557690e+00  6.19261419e+00  5.64387931e+00  8.16399132e+00
   1.89556524e+01]]"
"['EXC US Equity', 'JNJ US Equity', 'T US Equity', 'DTE US Equity']","[[25.89215886  7.36481335  6.27166154 11.93496076]
 [ 7.36481335 15.4644834   6.07828865  7.34329368]
 [ 6.27166154  6.07828865 20.81009143  5.61924737]
 [11.93496076  7.34329368  5.61924737 14.83958778]]"
"['UFS US Equity', 'KMB US Equity', 'JNJ US Equity', 'PPL US Equity', 'DTE US Equity']","[[96.65527689  2.26530336  8.49537411  7.86193162  5.54381943]
 [ 2.26530336 18.98891434  7.67858388  6.79175117  7.58649282]
 [ 8.49537411  7.67858388 15.4644834   7.79928158  7.34329368]
 [ 7.86193162  6.79175117  7.79928158 19.51266423  9.18255513]
 [ 5.54381943  7.58649282  7.34329368  9.18255513 14.83958778]]"
"['EXC US Equity', 'KMB US Equity', 'JNJ US Equity', 'WEC US Equity']","[[25.89215886  6.47096926  7.36481335 12.97943216]
 [ 6.47096926 18.98891434  7.67858388  8.30634734]
 [ 7.36481335  7.67858388 15.4644834   6.19261419]
 [12.97943216  8.30634734  6.19261419 18.95565239]]"
"['UFS US Equity', 'EXC US Equity', 'WEC US Equity']","[[96.65527689  7.26350545  1.40771363]
 [ 7.26350545 25.89215886 12.97943216]
 [ 1.40771363 12.97943216 18.95565239]]"
"['EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'MO US Equity', 'WELL US Equity']","[[25.89215886  2.72806342 11.83651989  4.59793345 12.30757996]
 [ 2.72806342 43.5782631  -2.28759833  3.46409467  0.67687823]
 [11.83651989 -2.28759833 15.09230655  5.38190606 10.88876835]
 [ 4.59793345  3.46409467  5.38190606 29.16115716  4.75605577]
 [12.30757996  0.67687823 10.88876835  4.75605577 30.47520004]]"
"['UFS US Equity', 'NEM US Equity', 'JNJ US Equity', 'TGT US Equity', 'WEC US Equity']","[[ 96.65527689  -4.00106665   8.49537411   7.77402894   1.40771363]
 [ -4.00106665 103.03759492   3.78044699   2.98316666   1.7655769 ]
 [  8.49537411   3.78044699  15.4644834    2.64591962   6.19261419]
 [  7.77402894   2.98316666   2.64591962  43.5782631    1.06769617]
 [  1.40771363   1.7655769    6.19261419   1.06769617  18.95565239]]"
"['EXC US Equity', 'MO US Equity', 'DTE US Equity', 'HSY US Equity']","[[25.89215886  4.59793345 11.93496076  4.54078826]
 [ 4.59793345 29.16115716  6.33423752  9.82905636]
 [11.93496076  6.33423752 14.83958778  8.11705738]
 [ 4.54078826  9.82905636  8.11705738 24.23853542]]"
"['UFS US Equity', 'JNJ US Equity', 'TGT US Equity', 'DUK US Equity', 'DTE US Equity']","[[96.65527689  8.49537411  7.77402894 -0.32807645  5.54381943]
 [ 8.49537411 15.4644834   2.64591962  6.85005142  7.34329368]
 [ 7.77402894  2.64591962 43.5782631  -2.28759833 -0.48547121]
 [-0.32807645  6.85005142 -2.28759833 15.09230655 12.00045256]
 [ 5.54381943  7.34329368 -0.48547121 12.00045256 14.83958778]]"
"['JNJ US Equity', 'PPL US Equity', 'DTE US Equity']","[[15.4644834   7.79928158  7.34329368]
 [ 7.79928158 19.51266423  9.18255513]
 [ 7.34329368  9.18255513 14.83958778]]"
"['NEM US Equity', 'KMB US Equity', 'T US Equity', 'MO US Equity', 'WEC US Equity']","[[ 1.03037595e+02 -5.73200752e+00  6.29184021e+00 -7.12359198e-02
   1.76557690e+00]
 [-5.73200752e+00  1.89889143e+01  8.99086179e+00  7.69898443e+00
   8.30634734e+00]
 [ 6.29184021e+00  8.99086179e+00  2.08100914e+01  8.69786152e+00
   5.11205962e+00]
 [-7.12359198e-02  7.69898443e+00  8.69786152e+00  2.91611572e+01
   5.64387931e+00]
 [ 1.76557690e+00  8.30634734e+00  5.11205962e+00  5.64387931e+00
   1.89556524e+01]]"
"['NEM US Equity', 'T US Equity', 'HSY US Equity', 'WELL US Equity']","[[103.03759492   6.29184021   2.19901409  -0.94065873]
 [  6.29184021  20.81009143   4.8968044    6.51666351]
 [  2.19901409   4.8968044   24.23853542   8.49867145]
 [ -0.94065873   6.51666351   8.49867145  30.47520004]]"
"['UFS US Equity', 'EXC US Equity', 'JNJ US Equity']","[[96.65527689  7.26350545  8.49537411]
 [ 7.26350545 25.89215886  7.36481335]
 [ 8.49537411  7.36481335 15.4644834 ]]"
"['UFS US Equity', 'JNJ US Equity', 'TGT US Equity', 'DTE US Equity', 'HSY US Equity']","[[96.65527689  8.49537411  7.77402894  5.54381943 -1.21050274]
 [ 8.49537411 15.4644834   2.64591962  7.34329368  6.05211749]
 [ 7.77402894  2.64591962 43.5782631  -0.48547121  1.54710836]
 [ 5.54381943  7.34329368 -0.48547121 14.83958778  8.11705738]
 [-1.21050274  6.05211749  1.54710836  8.11705738 24.23853542]]"
"['TGT US Equity', 'DUK US Equity', 'T US Equity', 'PPL US Equity', 'MO US Equity']","[[43.5782631  -2.28759833  4.9351621   0.55155332  3.46409467]
 [-2.28759833 15.09230655  4.90012192  9.14826341  5.38190606]
 [ 4.9351621   4.90012192 20.81009143  4.06848305  8.69786152]
 [ 0.55155332  9.14826341  4.06848305 19.51266423  6.70958138]
 [ 3.46409467  5.38190606  8.69786152  6.70958138 29.16115716]]"
"['TGT US Equity', 'DUK US Equity', 'T US Equity', 'HSY US Equity', 'WELL US Equity']","[[43.5782631  -2.28759833  4.9351621   1.54710836  0.67687823]
 [-2.28759833 15.09230655  4.90012192  6.92183195 10.88876835]
 [ 4.9351621   4.90012192 20.81009143  4.8968044   6.51666351]
 [ 1.54710836  6.92183195  4.8968044  24.23853542  8.49867145]
 [ 0.67687823 10.88876835  6.51666351  8.49867145 30.47520004]]"
"['NEM US Equity', 'EXC US Equity', 'TGT US Equity', 'MO US Equity', 'DTE US Equity']","[[ 1.03037595e+02  2.41496056e+00  2.98316666e+00 -7.12359198e-02
   1.27988372e+00]
 [ 2.41496056e+00  2.58921589e+01  2.72806342e+00  4.59793345e+00
   1.19349608e+01]
 [ 2.98316666e+00  2.72806342e+00  4.35782631e+01  3.46409467e+00
  -4.85471207e-01]
 [-7.12359198e-02  4.59793345e+00  3.46409467e+00  2.91611572e+01
   6.33423752e+00]
 [ 1.27988372e+00  1.19349608e+01 -4.85471207e-01  6.33423752e+00
   1.48395878e+01]]"
"['DUK US Equity', 'MO US Equity', 'HSY US Equity', 'WEC US Equity']","[[15.09230655  5.38190606  6.92183195 13.99886178]
 [ 5.38190606 29.16115716  9.82905636  5.64387931]
 [ 6.92183195  9.82905636 24.23853542  8.16399132]
 [13.99886178  5.64387931  8.16399132 18.95565239]]"
"['TGT US Equity', 'T US Equity', 'WELL US Equity']","[[43.5782631   4.9351621   0.67687823]
 [ 4.9351621  20.81009143  6.51666351]
 [ 0.67687823  6.51666351 30.47520004]]"
"['KMB US Equity', 'JNJ US Equity', 'TGT US Equity', 'DTE US Equity', 'HSY US Equity']","[[ 1.89889143e+01  7.67858388e+00  8.93653031e-03  7.58649282e+00
   8.82716934e+00]
 [ 7.67858388e+00  1.54644834e+01  2.64591962e+00  7.34329368e+00
   6.05211749e+00]
 [ 8.93653031e-03  2.64591962e+00  4.35782631e+01 -4.85471207e-01
   1.54710836e+00]
 [ 7.58649282e+00  7.34329368e+00 -4.85471207e-01  1.48395878e+01
   8.11705738e+00]
 [ 8.82716934e+00  6.05211749e+00  1.54710836e+00  8.11705738e+00
   2.42385354e+01]]"
"['DUK US Equity', 'T US Equity', 'PPL US Equity', 'WELL US Equity']","[[15.09230655  4.90012192  9.14826341 10.88876835]
 [ 4.90012192 20.81009143  4.06848305  6.51666351]
 [ 9.14826341  4.06848305 19.51266423  9.22128191]
 [10.88876835  6.51666351  9.22128191 30.47520004]]"
"['UFS US Equity', 'EXC US Equity', 'JNJ US Equity', 'TGT US Equity', 'WEC US Equity']","[[96.65527689  7.26350545  8.49537411  7.77402894  1.40771363]
 [ 7.26350545 25.89215886  7.36481335  2.72806342 12.97943216]
 [ 8.49537411  7.36481335 15.4644834   2.64591962  6.19261419]
 [ 7.77402894  2.72806342  2.64591962 43.5782631   1.06769617]
 [ 1.40771363 12.97943216  6.19261419  1.06769617 18.95565239]]"
"['KMB US Equity', 'JNJ US Equity', 'TGT US Equity', 'DUK US Equity', 'WELL US Equity']","[[ 1.89889143e+01  7.67858388e+00  8.93653031e-03  8.44756961e+00
   8.77658160e+00]
 [ 7.67858388e+00  1.54644834e+01  2.64591962e+00  6.85005142e+00
   5.17271111e+00]
 [ 8.93653031e-03  2.64591962e+00  4.35782631e+01 -2.28759833e+00
   6.76878231e-01]
 [ 8.44756961e+00  6.85005142e+00 -2.28759833e+00  1.50923065e+01
   1.08887684e+01]
 [ 8.77658160e+00  5.17271111e+00  6.76878231e-01  1.08887684e+01
   3.04752000e+01]]"
"['UFS US Equity', 'KMB US Equity', 'JNJ US Equity', 'DUK US Equity', 'PPL US Equity']","[[96.65527689  2.26530336  8.49537411 -0.32807645  7.86193162]
 [ 2.26530336 18.98891434  7.67858388  8.44756961  6.79175117]
 [ 8.49537411  7.67858388 15.4644834   6.85005142  7.79928158]
 [-0.32807645  8.44756961  6.85005142 15.09230655  9.14826341]
 [ 7.86193162  6.79175117  7.79928158  9.14826341 19.51266423]]"
"['UFS US Equity', 'JNJ US Equity', 'PPL US Equity', 'MO US Equity', 'HSY US Equity']","[[96.65527689  8.49537411  7.86193162  9.32718954 -1.21050274]
 [ 8.49537411 15.4644834   7.79928158  9.60513812  6.05211749]
 [ 7.86193162  7.79928158 19.51266423  6.70958138  1.80784233]
 [ 9.32718954  9.60513812  6.70958138 29.16115716  9.82905636]
 [-1.21050274  6.05211749  1.80784233  9.82905636 24.23853542]]"
"['T US Equity', 'WELL US Equity']","[[20.81009143  6.51666351]
 [ 6.51666351 30.47520004]]"
"['JNJ US Equity', 'MO US Equity', 'DTE US Equity']","[[15.4644834   9.60513812  7.34329368]
 [ 9.60513812 29.16115716  6.33423752]
 [ 7.34329368  6.33423752 14.83958778]]"
"['DUK US Equity', 'PPL US Equity', 'MO US Equity', 'DTE US Equity', 'WEC US Equity']","[[15.09230655  9.14826341  5.38190606 12.00045256 13.99886178]
 [ 9.14826341 19.51266423  6.70958138  9.18255513  9.27362243]
 [ 5.38190606  6.70958138 29.16115716  6.33423752  5.64387931]
 [12.00045256  9.18255513  6.33423752 14.83958778 13.85501748]
 [13.99886178  9.27362243  5.64387931 13.85501748 18.95565239]]"
"['KMB US Equity', 'PPL US Equity', 'MO US Equity', 'WELL US Equity']","[[18.98891434  6.79175117  7.69898443  8.7765816 ]
 [ 6.79175117 19.51266423  6.70958138  9.22128191]
 [ 7.69898443  6.70958138 29.16115716  4.75605577]
 [ 8.7765816   9.22128191  4.75605577 30.47520004]]"
"['KMB US Equity', 'JNJ US Equity', 'T US Equity', 'WELL US Equity', 'WEC US Equity']","[[18.98891434  7.67858388  8.99086179  8.7765816   8.30634734]
 [ 7.67858388 15.4644834   6.07828865  5.17271111  6.19261419]
 [ 8.99086179  6.07828865 20.81009143  6.51666351  5.11205962]
 [ 8.7765816   5.17271111  6.51666351 30.47520004 13.81643924]
 [ 8.30634734  6.19261419  5.11205962 13.81643924 18.95565239]]"
"['NEM US Equity', 'KMB US Equity', 'JNJ US Equity', 'T US Equity', 'WEC US Equity']","[[103.03759492  -5.73200752   3.78044699   6.29184021   1.7655769 ]
 [ -5.73200752  18.98891434   7.67858388   8.99086179   8.30634734]
 [  3.78044699   7.67858388  15.4644834    6.07828865   6.19261419]
 [  6.29184021   8.99086179   6.07828865  20.81009143   5.11205962]
 [  1.7655769    8.30634734   6.19261419   5.11205962  18.95565239]]"
"['EXC US Equity', 'JNJ US Equity', 'DUK US Equity', 'T US Equity', 'HSY US Equity']","[[25.89215886  7.36481335 11.83651989  6.27166154  4.54078826]
 [ 7.36481335 15.4644834   6.85005142  6.07828865  6.05211749]
 [11.83651989  6.85005142 15.09230655  4.90012192  6.92183195]
 [ 6.27166154  6.07828865  4.90012192 20.81009143  4.8968044 ]
 [ 4.54078826  6.05211749  6.92183195  4.8968044  24.23853542]]"
"['KMB US Equity', 'DUK US Equity', 'T US Equity', 'MO US Equity', 'WELL US Equity']","[[18.98891434  8.44756961  8.99086179  7.69898443  8.7765816 ]
 [ 8.44756961 15.09230655  4.90012192  5.38190606 10.88876835]
 [ 8.99086179  4.90012192 20.81009143  8.69786152  6.51666351]
 [ 7.69898443  5.38190606  8.69786152 29.16115716  4.75605577]
 [ 8.7765816  10.88876835  6.51666351  4.75605577 30.47520004]]"
"['KMB US Equity', 'DUK US Equity', 'PPL US Equity', 'DTE US Equity', 'WEC US Equity']","[[18.98891434  8.44756961  6.79175117  7.58649282  8.30634734]
 [ 8.44756961 15.09230655  9.14826341 12.00045256 13.99886178]
 [ 6.79175117  9.14826341 19.51266423  9.18255513  9.27362243]
 [ 7.58649282 12.00045256  9.18255513 14.83958778 13.85501748]
 [ 8.30634734 13.99886178  9.27362243 13.85501748 18.95565239]]"
"['KMB US Equity', 'T US Equity', 'WELL US Equity', 'WEC US Equity']","[[18.98891434  8.99086179  8.7765816   8.30634734]
 [ 8.99086179 20.81009143  6.51666351  5.11205962]
 [ 8.7765816   6.51666351 30.47520004 13.81643924]
 [ 8.30634734  5.11205962 13.81643924 18.95565239]]"
"['UFS US Equity', 'TGT US Equity', 'WEC US Equity']","[[96.65527689  7.77402894  1.40771363]
 [ 7.77402894 43.5782631   1.06769617]
 [ 1.40771363  1.06769617 18.95565239]]"
"['UFS US Equity', 'WELL US Equity']","[[96.65527689  9.18000309]
 [ 9.18000309 30.47520004]]"
"['TGT US Equity', 'WELL US Equity']","[[43.5782631   0.67687823]
 [ 0.67687823 30.47520004]]"
"['EXC US Equity', 'T US Equity', 'PPL US Equity']","[[25.89215886  6.27166154 11.71174001]
 [ 6.27166154 20.81009143  4.06848305]
 [11.71174001  4.06848305 19.51266423]]"
"['NEM US Equity', 'PPL US Equity', 'MO US Equity', 'WEC US Equity']","[[ 1.03037595e+02 -2.40971396e+00 -7.12359198e-02  1.76557690e+00]
 [-2.40971396e+00  1.95126642e+01  6.70958138e+00  9.27362243e+00]
 [-7.12359198e-02  6.70958138e+00  2.91611572e+01  5.64387931e+00]
 [ 1.76557690e+00  9.27362243e+00  5.64387931e+00  1.89556524e+01]]"
"['EXC US Equity', 'T US Equity', 'DTE US Equity', 'WEC US Equity']","[[25.89215886  6.27166154 11.93496076 12.97943216]
 [ 6.27166154 20.81009143  5.61924737  5.11205962]
 [11.93496076  5.61924737 14.83958778 13.85501748]
 [12.97943216  5.11205962 13.85501748 18.95565239]]"
"['UFS US Equity', 'T US Equity', 'MO US Equity', 'HSY US Equity', 'WEC US Equity']","[[96.65527689  9.10339827  9.32718954 -1.21050274  1.40771363]
 [ 9.10339827 20.81009143  8.69786152  4.8968044   5.11205962]
 [ 9.32718954  8.69786152 29.16115716  9.82905636  5.64387931]
 [-1.21050274  4.8968044   9.82905636 24.23853542  8.16399132]
 [ 1.40771363  5.11205962  5.64387931  8.16399132 18.95565239]]"
"['JNJ US Equity', 'DUK US Equity', 'T US Equity', 'DTE US Equity', 'HSY US Equity']","[[15.4644834   6.85005142  6.07828865  7.34329368  6.05211749]
 [ 6.85005142 15.09230655  4.90012192 12.00045256  6.92183195]
 [ 6.07828865  4.90012192 20.81009143  5.61924737  4.8968044 ]
 [ 7.34329368 12.00045256  5.61924737 14.83958778  8.11705738]
 [ 6.05211749  6.92183195  4.8968044   8.11705738 24.23853542]]"
"['JNJ US Equity', 'TGT US Equity', 'T US Equity']","[[15.4644834   2.64591962  6.07828865]
 [ 2.64591962 43.5782631   4.9351621 ]
 [ 6.07828865  4.9351621  20.81009143]]"
"['NEM US Equity', 'KMB US Equity', 'TGT US Equity', 'DTE US Equity', 'WEC US Equity']","[[ 1.03037595e+02 -5.73200752e+00  2.98316666e+00  1.27988372e+00
   1.76557690e+00]
 [-5.73200752e+00  1.89889143e+01  8.93653031e-03  7.58649282e+00
   8.30634734e+00]
 [ 2.98316666e+00  8.93653031e-03  4.35782631e+01 -4.85471207e-01
   1.06769617e+00]
 [ 1.27988372e+00  7.58649282e+00 -4.85471207e-01  1.48395878e+01
   1.38550175e+01]
 [ 1.76557690e+00  8.30634734e+00  1.06769617e+00  1.38550175e+01
   1.89556524e+01]]"
"['NEM US Equity', 'KMB US Equity', 'TGT US Equity', 'DUK US Equity', 'MO US Equity']","[[ 1.03037595e+02 -5.73200752e+00  2.98316666e+00  2.20664854e+00
  -7.12359198e-02]
 [-5.73200752e+00  1.89889143e+01  8.93653031e-03  8.44756961e+00
   7.69898443e+00]
 [ 2.98316666e+00  8.93653031e-03  4.35782631e+01 -2.28759833e+00
   3.46409467e+00]
 [ 2.20664854e+00  8.44756961e+00 -2.28759833e+00  1.50923065e+01
   5.38190606e+00]
 [-7.12359198e-02  7.69898443e+00  3.46409467e+00  5.38190606e+00
   2.91611572e+01]]"
"['T US Equity', 'DTE US Equity', 'HSY US Equity', 'WEC US Equity']","[[20.81009143  5.61924737  4.8968044   5.11205962]
 [ 5.61924737 14.83958778  8.11705738 13.85501748]
 [ 4.8968044   8.11705738 24.23853542  8.16399132]
 [ 5.11205962 13.85501748  8.16399132 18.95565239]]"
"['EXC US Equity', 'JNJ US Equity', 'DUK US Equity', 'HSY US Equity']","[[25.89215886  7.36481335 11.83651989  4.54078826]
 [ 7.36481335 15.4644834   6.85005142  6.05211749]
 [11.83651989  6.85005142 15.09230655  6.92183195]
 [ 4.54078826  6.05211749  6.92183195 24.23853542]]"
"['EXC US Equity', 'KMB US Equity', 'TGT US Equity', 'PPL US Equity', 'WELL US Equity']","[[2.58921589e+01 6.47096926e+00 2.72806342e+00 1.17117400e+01
  1.23075800e+01]
 [6.47096926e+00 1.89889143e+01 8.93653031e-03 6.79175117e+00
  8.77658160e+00]
 [2.72806342e+00 8.93653031e-03 4.35782631e+01 5.51553324e-01
  6.76878231e-01]
 [1.17117400e+01 6.79175117e+00 5.51553324e-01 1.95126642e+01
  9.22128191e+00]
 [1.23075800e+01 8.77658160e+00 6.76878231e-01 9.22128191e+00
  3.04752000e+01]]"
"['T US Equity', 'MO US Equity', 'DTE US Equity', 'WELL US Equity']","[[20.81009143  8.69786152  5.61924737  6.51666351]
 [ 8.69786152 29.16115716  6.33423752  4.75605577]
 [ 5.61924737  6.33423752 14.83958778 12.12349466]
 [ 6.51666351  4.75605577 12.12349466 30.47520004]]"
"['JNJ US Equity', 'DUK US Equity', 'T US Equity', 'MO US Equity']","[[15.4644834   6.85005142  6.07828865  9.60513812]
 [ 6.85005142 15.09230655  4.90012192  5.38190606]
 [ 6.07828865  4.90012192 20.81009143  8.69786152]
 [ 9.60513812  5.38190606  8.69786152 29.16115716]]"
"['NEM US Equity', 'KMB US Equity', 'TGT US Equity', 'MO US Equity', 'WELL US Equity']","[[ 1.03037595e+02 -5.73200752e+00  2.98316666e+00 -7.12359198e-02
  -9.40658734e-01]
 [-5.73200752e+00  1.89889143e+01  8.93653031e-03  7.69898443e+00
   8.77658160e+00]
 [ 2.98316666e+00  8.93653031e-03  4.35782631e+01  3.46409467e+00
   6.76878231e-01]
 [-7.12359198e-02  7.69898443e+00  3.46409467e+00  2.91611572e+01
   4.75605577e+00]
 [-9.40658734e-01  8.77658160e+00  6.76878231e-01  4.75605577e+00
   3.04752000e+01]]"
"['NEM US Equity', 'EXC US Equity', 'JNJ US Equity', 'PPL US Equity', 'WEC US Equity']","[[103.03759492   2.41496056   3.78044699  -2.40971396   1.7655769 ]
 [  2.41496056  25.89215886   7.36481335  11.71174001  12.97943216]
 [  3.78044699   7.36481335  15.4644834    7.79928158   6.19261419]
 [ -2.40971396  11.71174001   7.79928158  19.51266423   9.27362243]
 [  1.7655769   12.97943216   6.19261419   9.27362243  18.95565239]]"
"['NEM US Equity', 'EXC US Equity', 'TGT US Equity', 'DUK US Equity', 'WEC US Equity']","[[103.03759492   2.41496056   2.98316666   2.20664854   1.7655769 ]
 [  2.41496056  25.89215886   2.72806342  11.83651989  12.97943216]
 [  2.98316666   2.72806342  43.5782631   -2.28759833   1.06769617]
 [  2.20664854  11.83651989  -2.28759833  15.09230655  13.99886178]
 [  1.7655769   12.97943216   1.06769617  13.99886178  18.95565239]]"
"['UFS US Equity', 'T US Equity', 'DTE US Equity', 'HSY US Equity', 'WEC US Equity']","[[96.65527689  9.10339827  5.54381943 -1.21050274  1.40771363]
 [ 9.10339827 20.81009143  5.61924737  4.8968044   5.11205962]
 [ 5.54381943  5.61924737 14.83958778  8.11705738 13.85501748]
 [-1.21050274  4.8968044   8.11705738 24.23853542  8.16399132]
 [ 1.40771363  5.11205962 13.85501748  8.16399132 18.95565239]]"
"['UFS US Equity', 'JNJ US Equity', 'T US Equity', 'WELL US Equity', 'WEC US Equity']","[[96.65527689  8.49537411  9.10339827  9.18000309  1.40771363]
 [ 8.49537411 15.4644834   6.07828865  5.17271111  6.19261419]
 [ 9.10339827  6.07828865 20.81009143  6.51666351  5.11205962]
 [ 9.18000309  5.17271111  6.51666351 30.47520004 13.81643924]
 [ 1.40771363  6.19261419  5.11205962 13.81643924 18.95565239]]"
