iter	RMSE
879	0.0276403514
880	0.02745541723
881	0.02727606842
882	0.02711707791
883	0.02694043485
884	0.02676172943
885	0.02658301324
886	0.02640965972
887	0.02625456837
888	0.02611685008
889	0.0259429591
890	0.02577115311
891	0.02560140464
892	0.02543406599
893	0.02526807414
894	0.02512105437
895	0.02497353137
896	0.02482849046
897	0.02468295313
898	0.02452035009
899	0.02436063168
900	0.02421937369
901	0.02407758982
902	0.0239379865
903	0.02380083401
904	0.02366308437
905	0.02351631514
906	0.02338039596
907	0.0232452782
908	0.02310142503
909	0.02296821899
910	0.02283715788
911	0.0226550171
912	0.02252448193
913	0.02239339518
914	0.02224835046
915	0.02212158224
916	0.02198522274
917	0.02184990045
918	0.02170928453
919	0.02156978684
920	0.02141218512
921	0.02127472066
922	0.02113834792
923	0.0210030575
924	0.02086884008
925	0.02073568641
926	0.02060358736
927	0.02048311812
928	0.02035290458
929	0.02023414402
930	0.02010578626
931	0.01998870769
932	0.01985423428
933	0.01972840277
934	0.01961364971
935	0.01948214066
936	0.01935878203
937	0.01923639424
938	0.01912469701
939	0.01900404505
940	0.01889392217
941	0.0187672829
942	0.01864899726
943	0.01854105402
944	0.01842444121
945	0.01830874179
946	0.01820304932
947	0.01806930664
948	0.01796493017
949	0.01783367319
950	0.01770710602
951	0.0176048018
952	0.01748750399
953	0.01737775811
954	0.01726886851
955	0.01716927173
956	0.01704449341
957	0.01694613201
958	0.01683226698
959	0.01672703295
960	0.01663068136
961	0.01652692598
962	0.01643192029
963	0.01632962062
964	0.01623594016
965	0.0161275278
966	0.01602736952
967	0.01592798741
968	0.01583683836
969	0.0157388455
970	0.01564896291
971	0.01555233788
972	0.01546370244
973	0.01536842417
974	0.01528074641
975	0.01517329688
976	0.01508006303
977	0.01499445036
978	0.01490251314
979	0.01481792065
980	0.01473402453
981	0.01463643701
982	0.01454701513
983	0.01446472517
984	0.01438157901
985	0.01430035948
986	0.01421825149
987	0.01413802362
988	0.01405696437
989	0.01397772914
990	0.01389767988
991	0.01381818868
992	0.01374039566
993	0.01366189323
994	0.01358508406
995	0.01350755681
996	0.01343167558
997	0.01335513488
998	0.01324572542
999	0.01317133249
